Join_Count,TARGET_FID,JOIN_FID,DESCRIPTIO,RT_D,ROUTE,DIRECTION,TYPE,ORIGIN,DESTINATIO,EGIS_ID,STATE,STR_DATE,END_DATE,SNOW_ROUTE,GEOMETRYSO,SE_ANNO_CA,OBJECTID,GLOBALID,SHAPE_ID,SHAPELEN,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_type_text,STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length
1,107,1466,,,,,,,,,,,,,,,,,37025,,8826,MCRO,13,13-Silver Spring-Takoma,Rte 13 operates Monday-Friday,3,,0000FF,FFFFFF,Bus,24,031,701900,24031701900,1400000US24031701900,7019,Census Tract 7019,G5020,S,480012.000000000000000,0.000000000000000,+38.9927913,-076.9999195,11372.528626018929572
1,107,1467,,,,,,,,,,,,,,,,,37025,,8826,MCRO,13,13-Silver Spring-Takoma,Rte 13 operates Monday-Friday,3,,0000FF,FFFFFF,Bus,24,031,701701,24031701701,1400000US24031701701,7017.01,Census Tract 7017.01,G5020,S,913040.000000000000000,1381.000000000000000,+38.9767741,-077.0074384,11372.528626018929572
1,107,1468,,,,,,,,,,,,,,,,,37025,,8826,MCRO,13,13-Silver Spring-Takoma,Rte 13 operates Monday-Friday,3,,0000FF,FFFFFF,Bus,24,031,701702,24031701702,1400000US24031701702,7017.02,Census Tract 7017.02,G5020,S,539704.000000000000000,0.000000000000000,+38.9896313,-077.0027324,11372.528626018929572
1,107,1469,,,,,,,,,,,,,,,,,37025,,8826,MCRO,13,13-Silver Spring-Takoma,Rte 13 operates Monday-Friday,3,,0000FF,FFFFFF,Bus,24,031,701703,24031701703,1400000US24031701703,7017.03,Census Tract 7017.03,G5020,S,1102887.000000000000000,0.000000000000000,+38.9844888,-076.9911737,11372.528626018929572
1,107,1471,,,,,,,,,,,,,,,,,37025,,8826,MCRO,13,13-Silver Spring-Takoma,Rte 13 operates Monday-Friday,3,,0000FF,FFFFFF,Bus,24,031,701800,24031701800,1400000US24031701800,7018,Census Tract 7018,G5020,S,1501868.000000000000000,4700.000000000000000,+38.9824111,-077.0121085,11372.528626018929572
1,108,112,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702101,24031702101,1400000US24031702101,7021.01,Census Tract 7021.01,G5020,S,1638202.000000000000000,22613.000000000000000,+39.0084284,-076.9944183,12047.477652085201044
1,108,138,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702000,24031702000,1400000US24031702000,7020,Census Tract 7020,G5020,S,980655.000000000000000,0.000000000000000,+38.9951964,-076.9932806,12047.477652085201044
1,108,139,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702200,24031702200,1400000US24031702200,7022,Census Tract 7022,G5020,S,1653437.000000000000000,0.000000000000000,+39.0093138,-077.0065074,12047.477652085201044
1,108,140,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702301,24031702301,1400000US24031702301,7023.01,Census Tract 7023.01,G5020,S,578454.000000000000000,0.000000000000000,+39.0002187,-077.0041516,12047.477652085201044
1,108,141,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702302,24031702302,1400000US24031702302,7023.02,Census Tract 7023.02,G5020,S,1546299.000000000000000,3511.000000000000000,+39.0094941,-077.0189819,12047.477652085201044
1,108,142,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702401,24031702401,1400000US24031702401,7024.01,Census Tract 7024.01,G5020,S,1011100.000000000000000,0.000000000000000,+38.9891295,-077.0086375,12047.477652085201044
1,108,160,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702900,24031702900,1400000US24031702900,7029,Census Tract 7029,G5020,S,2565054.000000000000000,0.000000000000000,+39.0056401,-077.0277748,12047.477652085201044
1,108,501,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702501,24031702501,1400000US24031702501,7025.01,Census Tract 7025.01,G5020,S,333228.000000000000000,0.000000000000000,+38.9908535,-077.0286300,12047.477652085201044
1,108,516,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702503,24031702503,1400000US24031702503,7025.03,Census Tract 7025.03,G5020,S,408458.000000000000000,0.000000000000000,+38.9971020,-077.0281693,12047.477652085201044
1,108,527,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702502,24031702502,1400000US24031702502,7025.02,Census Tract 7025.02,G5020,S,383501.000000000000000,0.000000000000000,+38.9879974,-077.0247984,12047.477652085201044
1,108,1466,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701900,24031701900,1400000US24031701900,7019,Census Tract 7019,G5020,S,480012.000000000000000,0.000000000000000,+38.9927913,-076.9999195,12047.477652085201044
1,108,1467,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701701,24031701701,1400000US24031701701,7017.01,Census Tract 7017.01,G5020,S,913040.000000000000000,1381.000000000000000,+38.9767741,-077.0074384,12047.477652085201044
1,108,1468,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701702,24031701702,1400000US24031701702,7017.02,Census Tract 7017.02,G5020,S,539704.000000000000000,0.000000000000000,+38.9896313,-077.0027324,12047.477652085201044
1,108,1471,,,,,,,,,,,,,,,,,37026,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701800,24031701800,1400000US24031701800,7018,Census Tract 7018,G5020,S,1501868.000000000000000,4700.000000000000000,+38.9824111,-077.0121085,12047.477652085201044
1,109,138,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702000,24031702000,1400000US24031702000,7020,Census Tract 7020,G5020,S,980655.000000000000000,0.000000000000000,+38.9951964,-076.9932806,12520.051379122993239
1,109,139,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702200,24031702200,1400000US24031702200,7022,Census Tract 7022,G5020,S,1653437.000000000000000,0.000000000000000,+39.0093138,-077.0065074,12520.051379122993239
1,109,140,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702301,24031702301,1400000US24031702301,7023.01,Census Tract 7023.01,G5020,S,578454.000000000000000,0.000000000000000,+39.0002187,-077.0041516,12520.051379122993239
1,109,141,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702302,24031702302,1400000US24031702302,7023.02,Census Tract 7023.02,G5020,S,1546299.000000000000000,3511.000000000000000,+39.0094941,-077.0189819,12520.051379122993239
1,109,142,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702401,24031702401,1400000US24031702401,7024.01,Census Tract 7024.01,G5020,S,1011100.000000000000000,0.000000000000000,+38.9891295,-077.0086375,12520.051379122993239
1,109,160,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702900,24031702900,1400000US24031702900,7029,Census Tract 7029,G5020,S,2565054.000000000000000,0.000000000000000,+39.0056401,-077.0277748,12520.051379122993239
1,109,501,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702501,24031702501,1400000US24031702501,7025.01,Census Tract 7025.01,G5020,S,333228.000000000000000,0.000000000000000,+38.9908535,-077.0286300,12520.051379122993239
1,109,516,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702503,24031702503,1400000US24031702503,7025.03,Census Tract 7025.03,G5020,S,408458.000000000000000,0.000000000000000,+38.9971020,-077.0281693,12520.051379122993239
1,109,527,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702502,24031702502,1400000US24031702502,7025.02,Census Tract 7025.02,G5020,S,383501.000000000000000,0.000000000000000,+38.9879974,-077.0247984,12520.051379122993239
1,109,1466,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701900,24031701900,1400000US24031701900,7019,Census Tract 7019,G5020,S,480012.000000000000000,0.000000000000000,+38.9927913,-076.9999195,12520.051379122993239
1,109,1467,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701701,24031701701,1400000US24031701701,7017.01,Census Tract 7017.01,G5020,S,913040.000000000000000,1381.000000000000000,+38.9767741,-077.0074384,12520.051379122993239
1,109,1468,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701702,24031701702,1400000US24031701702,7017.02,Census Tract 7017.02,G5020,S,539704.000000000000000,0.000000000000000,+38.9896313,-077.0027324,12520.051379122993239
1,109,1471,,,,,,,,,,,,,,,,,37027,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701800,24031701800,1400000US24031701800,7018,Census Tract 7018,G5020,S,1501868.000000000000000,4700.000000000000000,+38.9824111,-077.0121085,12520.051379122993239
1,110,112,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702101,24031702101,1400000US24031702101,7021.01,Census Tract 7021.01,G5020,S,1638202.000000000000000,22613.000000000000000,+39.0084284,-076.9944183,12988.084905640027500
1,110,138,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702000,24031702000,1400000US24031702000,7020,Census Tract 7020,G5020,S,980655.000000000000000,0.000000000000000,+38.9951964,-076.9932806,12988.084905640027500
1,110,139,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702200,24031702200,1400000US24031702200,7022,Census Tract 7022,G5020,S,1653437.000000000000000,0.000000000000000,+39.0093138,-077.0065074,12988.084905640027500
1,110,140,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702301,24031702301,1400000US24031702301,7023.01,Census Tract 7023.01,G5020,S,578454.000000000000000,0.000000000000000,+39.0002187,-077.0041516,12988.084905640027500
1,110,141,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702302,24031702302,1400000US24031702302,7023.02,Census Tract 7023.02,G5020,S,1546299.000000000000000,3511.000000000000000,+39.0094941,-077.0189819,12988.084905640027500
1,110,142,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702401,24031702401,1400000US24031702401,7024.01,Census Tract 7024.01,G5020,S,1011100.000000000000000,0.000000000000000,+38.9891295,-077.0086375,12988.084905640027500
1,110,160,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702900,24031702900,1400000US24031702900,7029,Census Tract 7029,G5020,S,2565054.000000000000000,0.000000000000000,+39.0056401,-077.0277748,12988.084905640027500
1,110,501,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702501,24031702501,1400000US24031702501,7025.01,Census Tract 7025.01,G5020,S,333228.000000000000000,0.000000000000000,+38.9908535,-077.0286300,12988.084905640027500
1,110,516,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702503,24031702503,1400000US24031702503,7025.03,Census Tract 7025.03,G5020,S,408458.000000000000000,0.000000000000000,+38.9971020,-077.0281693,12988.084905640027500
1,110,527,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,702502,24031702502,1400000US24031702502,7025.02,Census Tract 7025.02,G5020,S,383501.000000000000000,0.000000000000000,+38.9879974,-077.0247984,12988.084905640027500
1,110,1466,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701900,24031701900,1400000US24031701900,7019,Census Tract 7019,G5020,S,480012.000000000000000,0.000000000000000,+38.9927913,-076.9999195,12988.084905640027500
1,110,1467,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701701,24031701701,1400000US24031701701,7017.01,Census Tract 7017.01,G5020,S,913040.000000000000000,1381.000000000000000,+38.9767741,-077.0074384,12988.084905640027500
1,110,1468,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701702,24031701702,1400000US24031701702,7017.02,Census Tract 7017.02,G5020,S,539704.000000000000000,0.000000000000000,+38.9896313,-077.0027324,12988.084905640027500
1,110,1471,,,,,,,,,,,,,,,,,37028,,8827,MCRO,14,14-Silver Spring-Takoma,Rte14 operates Monday-Saturday,3,,0000FF,FFFFFF,Bus,24,031,701800,24031701800,1400000US24031701800,7018,Census Tract 7018,G5020,S,1501868.000000000000000,4700.000000000000000,+38.9824111,-077.0121085,12988.084905640027500
1,111,138,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702000,24031702000,1400000US24031702000,7020,Census Tract 7020,G5020,S,980655.000000000000000,0.000000000000000,+38.9951964,-076.9932806,6551.210195226168253
1,111,139,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702200,24031702200,1400000US24031702200,7022,Census Tract 7022,G5020,S,1653437.000000000000000,0.000000000000000,+39.0093138,-077.0065074,6551.210195226168253
1,111,140,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702301,24031702301,1400000US24031702301,7023.01,Census Tract 7023.01,G5020,S,578454.000000000000000,0.000000000000000,+39.0002187,-077.0041516,6551.210195226168253
1,111,141,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702302,24031702302,1400000US24031702302,7023.02,Census Tract 7023.02,G5020,S,1546299.000000000000000,3511.000000000000000,+39.0094941,-077.0189819,6551.210195226168253
1,111,142,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702401,24031702401,1400000US24031702401,7024.01,Census Tract 7024.01,G5020,S,1011100.000000000000000,0.000000000000000,+38.9891295,-077.0086375,6551.210195226168253
1,111,147,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702402,24031702402,1400000US24031702402,7024.02,Census Tract 7024.02,G5020,S,964624.000000000000000,0.000000000000000,+38.9929711,-077.0178539,6551.210195226168253
1,111,160,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702900,24031702900,1400000US24031702900,7029,Census Tract 7029,G5020,S,2565054.000000000000000,0.000000000000000,+39.0056401,-077.0277748,6551.210195226168253
1,111,501,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702501,24031702501,1400000US24031702501,7025.01,Census Tract 7025.01,G5020,S,333228.000000000000000,0.000000000000000,+38.9908535,-077.0286300,6551.210195226168253
1,111,527,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702502,24031702502,1400000US24031702502,7025.02,Census Tract 7025.02,G5020,S,383501.000000000000000,0.000000000000000,+38.9879974,-077.0247984,6551.210195226168253
1,111,1466,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,701900,24031701900,1400000US24031701900,7019,Census Tract 7019,G5020,S,480012.000000000000000,0.000000000000000,+38.9927913,-076.9999195,6551.210195226168253
1,111,1468,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,701702,24031701702,1400000US24031701702,7017.02,Census Tract 7017.02,G5020,S,539704.000000000000000,0.000000000000000,+38.9896313,-077.0027324,6551.210195226168253
1,111,1469,,,,,,,,,,,,,,,,,37029,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,701703,24031701703,1400000US24031701703,7017.03,Census Tract 7017.03,G5020,S,1102887.000000000000000,0.000000000000000,+38.9844888,-076.9911737,6551.210195226168253
1,112,138,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702000,24031702000,1400000US24031702000,7020,Census Tract 7020,G5020,S,980655.000000000000000,0.000000000000000,+38.9951964,-076.9932806,6583.098689739231304
1,112,139,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702200,24031702200,1400000US24031702200,7022,Census Tract 7022,G5020,S,1653437.000000000000000,0.000000000000000,+39.0093138,-077.0065074,6583.098689739231304
1,112,140,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702301,24031702301,1400000US24031702301,7023.01,Census Tract 7023.01,G5020,S,578454.000000000000000,0.000000000000000,+39.0002187,-077.0041516,6583.098689739231304
1,112,141,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702302,24031702302,1400000US24031702302,7023.02,Census Tract 7023.02,G5020,S,1546299.000000000000000,3511.000000000000000,+39.0094941,-077.0189819,6583.098689739231304
1,112,142,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702401,24031702401,1400000US24031702401,7024.01,Census Tract 7024.01,G5020,S,1011100.000000000000000,0.000000000000000,+38.9891295,-077.0086375,6583.098689739231304
1,112,147,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702402,24031702402,1400000US24031702402,7024.02,Census Tract 7024.02,G5020,S,964624.000000000000000,0.000000000000000,+38.9929711,-077.0178539,6583.098689739231304
1,112,160,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702900,24031702900,1400000US24031702900,7029,Census Tract 7029,G5020,S,2565054.000000000000000,0.000000000000000,+39.0056401,-077.0277748,6583.098689739231304
1,112,501,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702501,24031702501,1400000US24031702501,7025.01,Census Tract 7025.01,G5020,S,333228.000000000000000,0.000000000000000,+38.9908535,-077.0286300,6583.098689739231304
1,112,527,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702502,24031702502,1400000US24031702502,7025.02,Census Tract 7025.02,G5020,S,383501.000000000000000,0.000000000000000,+38.9879974,-077.0247984,6583.098689739231304
1,112,1466,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,701900,24031701900,1400000US24031701900,7019,Census Tract 7019,G5020,S,480012.000000000000000,0.000000000000000,+38.9927913,-076.9999195,6583.098689739231304
1,112,1468,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,701702,24031701702,1400000US24031701702,7017.02,Census Tract 7017.02,G5020,S,539704.000000000000000,0.000000000000000,+38.9896313,-077.0027324,6583.098689739231304
1,112,1469,,,,,,,,,,,,,,,,,37030,,8828,MCRO,15,15-Silver Spring-Takoma Langley,Rte 15 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,701703,24031701703,1400000US24031701703,7017.03,Census Tract 7017.03,G5020,S,1102887.000000000000000,0.000000000000000,+38.9844888,-076.9911737,6583.098689739231304
1,113,112,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702101,24031702101,1400000US24031702101,7021.01,Census Tract 7021.01,G5020,S,1638202.000000000000000,22613.000000000000000,+39.0084284,-076.9944183,16741.545695817934757
1,113,138,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702000,24031702000,1400000US24031702000,7020,Census Tract 7020,G5020,S,980655.000000000000000,0.000000000000000,+38.9951964,-076.9932806,16741.545695817934757
1,113,139,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702200,24031702200,1400000US24031702200,7022,Census Tract 7022,G5020,S,1653437.000000000000000,0.000000000000000,+39.0093138,-077.0065074,16741.545695817934757
1,113,140,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702301,24031702301,1400000US24031702301,7023.01,Census Tract 7023.01,G5020,S,578454.000000000000000,0.000000000000000,+39.0002187,-077.0041516,16741.545695817934757
1,113,142,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702401,24031702401,1400000US24031702401,7024.01,Census Tract 7024.01,G5020,S,1011100.000000000000000,0.000000000000000,+38.9891295,-077.0086375,16741.545695817934757
1,113,147,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702402,24031702402,1400000US24031702402,7024.02,Census Tract 7024.02,G5020,S,964624.000000000000000,0.000000000000000,+38.9929711,-077.0178539,16741.545695817934757
1,113,501,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702501,24031702501,1400000US24031702501,7025.01,Census Tract 7025.01,G5020,S,333228.000000000000000,0.000000000000000,+38.9908535,-077.0286300,16741.545695817934757
1,113,516,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702503,24031702503,1400000US24031702503,7025.03,Census Tract 7025.03,G5020,S,408458.000000000000000,0.000000000000000,+38.9971020,-077.0281693,16741.545695817934757
1,113,527,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,702502,24031702502,1400000US24031702502,7025.02,Census Tract 7025.02,G5020,S,383501.000000000000000,0.000000000000000,+38.9879974,-077.0247984,16741.545695817934757
1,113,1466,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,701900,24031701900,1400000US24031701900,7019,Census Tract 7019,G5020,S,480012.000000000000000,0.000000000000000,+38.9927913,-076.9999195,16741.545695817934757
1,113,1467,,,,,,,,,,,,,,,,,37031,,8829,MCRO,16,16-Silver Spring-Takoma,Rte 16 operates Monday-Sunday,3,,0000FF,FFFFFF,Bus,24,031,701701,24031701701,1400000US24031701701,7017.01,Census Tract 7017.01,G5020,S,913040.000000000000000,1381.000000000000000,+38.9767741,-077.0074384,16741.545695817934757
