Join_Count,TARGET_FID,JOIN_FID,OBJECTID,dir_name,RouteNum,Status,STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Field,SquareMile,Shape_Length
1,7,501,8,  outbou,US29 BRT,In Service,24,031,702501,24031702501,1400000US24031702501,7025.01,Census Tract 7025.01,G5020,S,333228.000000000000000,0.000000000000000,+38.9908535,-077.0286300,0,0.128659467514000,53815.324748627703229
1,7,516,8,  outbou,US29 BRT,In Service,24,031,702503,24031702503,1400000US24031702503,7025.03,Census Tract 7025.03,G5020,S,408458.000000000000000,0.000000000000000,+38.9971020,-077.0281693,0,0.157705967941000,53815.324748627703229
1,7,520,8,  outbou,US29 BRT,In Service,24,031,701424,24031701424,1400000US24031701424,7014.24,Census Tract 7014.24,G5020,S,2204125.000000000000000,2661.000000000000000,+39.0651575,-076.9538478,0,0.852041523690000,53815.324748627703229
1,7,527,8,  outbou,US29 BRT,In Service,24,031,702502,24031702502,1400000US24031702502,7025.02,Census Tract 7025.02,G5020,S,383501.000000000000000,0.000000000000000,+38.9879974,-077.0247984,0,0.148070824573000,53815.324748627703229
1,7,801,8,  outbou,US29 BRT,In Service,24,031,701508,24031701508,1400000US24031701508,7015.08,Census Tract 7015.08,G5020,S,915142.000000000000000,389.000000000000000,+39.0453954,-076.9770714,0,0.353486892387000,53815.324748627703229
1,7,802,8,  outbou,US29 BRT,In Service,24,031,701423,24031701423,1400000US24031701423,7014.23,Census Tract 7014.23,G5020,S,1044573.000000000000000,21240.000000000000000,+39.0864582,-076.9382912,0,0.411510645549000,53815.324748627703229
1,7,818,8,  outbou,US29 BRT,In Service,24,031,701418,24031701418,1400000US24031701418,7014.18,Census Tract 7014.18,G5020,S,1204590.000000000000000,0.000000000000000,+39.0709656,-076.9467203,0,0.465092502763000,53815.324748627703229
1,7,820,8,  outbou,US29 BRT,In Service,24,031,701422,24031701422,1400000US24031701422,7014.22,Census Tract 7014.22,G5020,S,323524.000000000000000,0.000000000000000,+39.0829685,-076.9437971,0,0.124912360252000,53815.324748627703229
1,7,837,8,  outbou,US29 BRT,In Service,24,031,701509,24031701509,1400000US24031701509,7015.09,Census Tract 7015.09,G5020,S,4085037.000000000000000,0.000000000000000,+39.0331015,-076.9767518,0,1.577236080800000,53815.324748627703229
1,7,1455,8,  outbou,US29 BRT,In Service,24,031,701417,24031701417,1400000US24031701417,7014.17,Census Tract 7014.17,G5020,S,2149857.000000000000000,501.000000000000000,+39.0769598,-076.9381795,0,0.830253064357000,53815.324748627703229
1,7,1456,8,  outbou,US29 BRT,In Service,24,031,701503,24031701503,1400000US24031701503,7015.03,Census Tract 7015.03,G5020,S,4487400.000000000000000,15457.000000000000000,+39.0601655,-076.9902806,0,1.738555019430000,53815.324748627703229
1,7,1457,8,  outbou,US29 BRT,In Service,24,031,701505,24031701505,1400000US24031701505,7015.05,Census Tract 7015.05,G5020,S,3340981.000000000000000,1699.000000000000000,+39.0300467,-076.9933235,0,1.290612301640000,53815.324748627703229
1,8,189,9,  inboun,MD355 South BRT,Planning,24,031,700901,24031700901,1400000US24031700901,7009.01,Census Tract 7009.01,G5020,S,1695987.000000000000000,0.000000000000000,+39.0865869,-077.1522375,0,0.654820216764000,47683.060017872514436
1,8,213,9,  inboun,MD355 South BRT,Planning,24,031,700904,24031700904,1400000US24031700904,7009.04,Census Tract 7009.04,G5020,S,1132114.000000000000000,1173.000000000000000,+39.0656133,-077.1290436,0,0.437553300493000,47683.060017872514436
1,8,216,9,  inboun,MD355 South BRT,Planning,24,031,701004,24031701004,1400000US24031701004,7010.04,Census Tract 7010.04,G5020,S,3069810.000000000000000,6703.000000000000000,+39.0986188,-077.1659654,0,1.187844910220000,47683.060017872514436
1,8,804,9,  inboun,MD355 South BRT,Planning,24,031,704806,24031704806,1400000US24031704806,7048.06,Census Tract 7048.06,G5020,S,407573.000000000000000,0.000000000000000,+38.9906261,-077.0980578,0,0.157364495465000,47683.060017872514436
1,8,819,9,  inboun,MD355 South BRT,Planning,24,031,704805,24031704805,1400000US24031704805,7048.05,Census Tract 7048.05,G5020,S,309190.000000000000000,0.000000000000000,+38.9865015,-077.0933803,0,0.119379142503000,47683.060017872514436
1,8,869,9,  inboun,MD355 South BRT,Planning,24,031,701218,24031701218,1400000US24031701218,7012.18,Census Tract 7012.18,G5020,S,725923.000000000000000,0.000000000000000,+39.0556800,-077.1197203,0,0.280277371169000,47683.060017872514436
1,8,941,9,  inboun,MD355 South BRT,Planning,24,031,704804,24031704804,1400000US24031704804,7048.04,Census Tract 7048.04,G5020,S,344517.000000000000000,0.000000000000000,+38.9834063,-077.0935260,0,0.133016787027000,47683.060017872514436
1,8,943,9,  inboun,MD355 South BRT,Planning,24,031,704403,24031704403,1400000US24031704403,7044.03,Census Tract 7044.03,G5020,S,250465.000000000000000,0.000000000000000,+39.0165836,-077.1050193,0,0.096704265804300,47683.060017872514436
