dir_name,RouteNum,Status,TRACTCE,Geography,SquareMile,STATION_NA,MODE_,STATUS,STOPLAT,STOPLON
outbou,US29 BRT - Howard County,Design,702502,1400000US24031702502,0.148070824573,MD 97 and East-West Highway,Bus Rapid Transit,Planned,38.9879974,-77.0247984
outbou,US29 BRT - Howard County,Design,701508,1400000US24031701508,0.353486892387,NA,NA,NA,NA,NA
outbou,US29 BRT - Howard County,Design,701423,1400000US24031701423,0.411510645549,NA,NA,NA,NA,NA
outbou,US29 BRT - Howard County,Design,701418,1400000US24031701418,0.465092502763,NA,NA,NA,NA,NA
outbou,US29 BRT - Howard County,Design,701422,1400000US24031701422,0.124912360252,NA,NA,NA,NA,NA
outbou,US29 BRT - Howard County,Design,701509,1400000US24031701509,1.5772360808,White Oak Transit Center,Bus Rapid Transit,Existing,39.0331015,-76.9767518
outbou,US29 BRT - Howard County,Design,701509,1400000US24031701509,1.5772360808,MD 650 at Hillandale,Bus Rapid Transit,Planned,39.0331015,-76.9767518
outbou,US29 BRT - Howard County,Design,701509,1400000US24031701509,1.5772360808,FDA White Oak Campus,Bus Rapid Transit,Existing,39.0331015,-76.9767518
outbou,US29 BRT - Howard County,Design,701417,1400000US24031701417,0.830253064357,Briggs Chaney Park and Ride,Bus Rapid Transit,Existing,39.0769598,-76.9381795
outbou,US29 BRT - Howard County,Design,701505,1400000US24031701505,1.29061230164,Lockwood Drive and Oak Leaf Drive,Bus Rapid Transit,Existing,39.0300467,-76.9933235
inboun,Georgia Ave BRT,BRT Network,702800,1400000US24031702800,0.646139045101,MD 97 and Seminary Road,Bus Rapid Transit,Planned,39.0059732,-77.0431441
inboun,Georgia Ave BRT,BRT Network,702900,1400000US24031702900,0.990371702527,NA,NA,NA,NA,NA
inboun,Georgia Ave BRT,BRT Network,702501,1400000US24031702501,0.128659467514,MD 97 and Eastern Avenue/Burlington Avenue/Montgomery College - Silver Spring/Takoma Park Campus,Bus Rapid Transit,Planned,38.9908535,-77.02863
inboun,Georgia Ave BRT,BRT Network,702503,1400000US24031702503,0.157705967941,US 29 and Fenton Street,Bus Rapid Transit,Existing,38.997102,-77.0281693
inboun,Georgia Ave BRT,BRT Network,702503,1400000US24031702503,0.157705967941,MD 97 and Cameron Street,Bus Rapid Transit,Planned,38.997102,-77.0281693
inboun,Georgia Ave BRT,BRT Network,704000,1400000US24031704000,0.874540742666,MD 97 and Dexter Avenue,Bus Rapid Transit,Planned,39.021678,-77.0544179
inboun,Georgia Ave BRT,BRT Network,704000,1400000US24031704000,0.874540742666,Forest Glen Metro Station,Bus Rapid Transit,Planned,39.021678,-77.0544179
inboun,Georgia Ave BRT,BRT Network,704000,1400000US24031704000,0.874540742666,MD 97 and Dennis Avenue,Bus Rapid Transit,Planned,39.021678,-77.0544179
outbou,Georgia Ave BRT,BRT Network,702502,1400000US24031702502,0.148070824573,MD 97 and East-West Highway,Bus Rapid Transit,Planned,38.9879974,-77.0247984
outbou,Georgia Ave BRT,BRT Network,703901,1400000US24031703901,0.550045482919,NA,NA,NA,NA,NA
outbou,Georgia Ave BRT,BRT Network,703902,1400000US24031703902,0.839456725789,MD 193 and Inwood Avenue,Bus Rapid Transit,Planned,39.0322535,-77.0397148
inboun,Randolph Rd BRT,Planning,703404,1400000US24031703404,0.221163602767,NA,NA,NA,NA,NA
inboun,Randolph Rd BRT,Planning,701507,1400000US24031701507,2.14390131931,NA,NA,NA,NA,NA
inboun,Randolph Rd BRT,Planning,701506,1400000US24031701506,2.3422497873,US 29 and Hillwood Drive,Bus Rapid Transit,Existing,39.0548604,-77.0050149
inboun,Randolph Rd BRT,Planning,701414,1400000US24031701414,2.22784721939,US 29 and Tech Road,Bus Rapid Transit,Existing,39.0726448,-76.9660918
inboun,Randolph Rd BRT,Planning,701414,1400000US24031701414,2.22784721939,US 29 and Fairland Road,Bus Rapid Transit,NA,39.0726448,-76.9660918
inboun,Randolph Rd BRT,Planning,703501,1400000US24031703501,0.882391261754,NA,NA,NA,NA,NA
inboun,Randolph Rd BRT,Planning,701415,1400000US24031701415,2.75321128147,Randolph Road and Fairland Road,Bus Rapid Transit,Planned,39.084308299999996,-76.9894825
inboun,Randolph Rd BRT,Planning,701415,1400000US24031701415,2.75321128147,Colesville Park-and-Ride,Bus Rapid Transit,Planned,39.084308299999996,-76.9894825
inboun,Randolph Rd BRT,Planning,703206,1400000US24031703206,1.0300978261,Glenmont Metro Station,Bus Rapid Transit,Planned,39.0724469,-77.0546839
inboun,Randolph Rd BRT,Planning,703207,1400000US24031703207,1.55196310612,Randolph Road and Glenallan Ave,Bus Rapid Transit,Planned,39.0540685,-77.0334936
inboun,Randolph Rd BRT,Planning,703401,1400000US24031703401,0.687563903697,MD 586 and Randolph Road,Bus Rapid Transit,Planned,39.061611,-77.079775
inboun,Randolph Rd BRT,Planning,703401,1400000US24031703401,0.687563903697,MD 586 and MD 185,Bus Rapid Transit,Planned,39.061611,-77.079775
inboun,Randolph Rd BRT,Planning,703401,1400000US24031703401,0.687563903697,Randolph Road and MD 586,Bus Rapid Transit,Planned,39.061611,-77.079775
inboun,Randolph Rd BRT,Planning,703401,1400000US24031703401,0.687563903697,Randolph Road and MD 185,Bus Rapid Transit,Planned,39.061611,-77.079775
inboun,Randolph Rd BRT,Planning,703403,1400000US24031703403,0.468952174931,Randolph Road and Bluhill Road,Bus Rapid Transit,Planned,39.061654,-77.0623465
inboun,Randolph Rd BRT,Planning,703222,1400000US24031703222,0.628478373511,NA,NA,NA,NA,NA
inboun,Randolph Rd BRT,Planning,701425,1400000US24031701425,1.86940537674,NA,NA,NA,NA,NA
inboun,Randolph Rd BRT,Planning,701219,1400000US24031701219,0.869697691944,NA,NA,NA,NA,NA
inboun,Randolph Rd BRT,Planning,706012,1400000US24031706012,0.819466758945,Montgomery Mall Bus Transit Center,Bus Rapid Transit,Planned,39.0301126,-77.1523847
inboun,Randolph Rd BRT,Planning,701216,1400000US24031701216,0.52466257142,White Flint Metro Station,Bus Rapid Transit,Planned,39.0478603,-77.1158425
inboun,Randolph Rd BRT,Planning,701216,1400000US24031701216,0.52466257142,MD 187 and Executive Boulevard/Hoya Drive,Bus Rapid Transit,Planned,39.0478603,-77.1158425
inboun,Randolph Rd BRT,Planning,701201,1400000US24031701201,0.986452384912,Montrose Parkway and Parklawn Drive,Bus Rapid Transit,Planned,39.0498578,-77.0957459
inboun,Randolph Rd BRT,Planning,701201,1400000US24031701201,0.986452384912,Randolph Road and Lauderdale Drive,Bus Rapid Transit,Planned,39.0498578,-77.0957459
inboun,Randolph Rd BRT,Planning,701202,1400000US24031701202,0.690919108727,MD 355 and Security Lane,Bus Rapid Transit,Planned,39.0386325,-77.1001237
inboun,Randolph Rd BRT,Planning,701205,1400000US24031701205,2.6432850174900002,MD 187 and Edson Lane/Poindexter Lane,Bus Rapid Transit,Planned,39.0418495,-77.1354132
inboun,Randolph Rd BRT,Planning,701205,1400000US24031701205,2.6432850174900002,MD 187 and Tuckerman Lane,Bus Rapid Transit,Planned,39.0418495,-77.1354132
inboun,Randolph Rd BRT,Planning,701205,1400000US24031701205,2.6432850174900002,Rock Spring Drive and MD 187,Bus Rapid Transit,Planned,39.0418495,-77.1354132
inboun,Randolph Rd BRT,Planning,701205,1400000US24031701205,2.6432850174900002,Rockledge Drive and Rock Spring Drive,Bus Rapid Transit,Planned,39.0418495,-77.1354132
inboun,Randolph Rd BRT,Planning,701205,1400000US24031701205,2.6432850174900002,Rockspring Drive and Fernwood Road,Bus Rapid Transit,Planned,39.0418495,-77.1354132
inboun,Randolph Rd BRT,Planning,701503,1400000US24031701503,1.73855501943,MD 650 and Jackson Road,Bus Rapid Transit,Planned,39.0601655,-76.9902806
inboun,Randolph Rd BRT,Planning,701503,1400000US24031701503,1.73855501943,MD 650 and Valleybrook Drive,Bus Rapid Transit,Planned,39.0601655,-76.9902806
inboun,Randolph Rd BRT,Planning,701503,1400000US24031701503,1.73855501943,MD 650 and Randolph Road,Bus Rapid Transit,Planned,39.0601655,-76.9902806
outbou,Randolph Rd BRT,Planning,703702,1400000US24031703702,0.479713342524,MD 97 and Randolph Road,Bus Rapid Transit,Planned,39.0486516,-77.0563037
outbou,Randolph Rd BRT,Planning,703702,1400000US24031703702,0.479713342524,MD 97 and Arcola Avenue,Bus Rapid Transit,Planned,39.0486516,-77.0563037
outbou,Randolph Rd BRT,Planning,701222,1400000US24031701222,0.45546247195,NA,NA,NA,NA,NA
outbou,Randolph Rd BRT,Planning,703701,1400000US24031703701,0.459841760183,MD 586 and Newport Mill Road,Bus Rapid Transit,Planned,39.0532841,-77.0624733
outbou,Randolph Rd BRT,Planning,704401,1400000US24031704401,0.87472135542,NA,NA,NA,NA,NA
outbou,Randolph Rd BRT,Planning,701215,1400000US24031701215,0.297556708996,NA,NA,NA,NA,NA
inboun,Veirs Mill BRT,Construction,700902,1400000US24031700902,0.663670445899,MD 586 and Norbeck Road,Bus Rapid Transit,Planned,39.0896147,-77.1442283
inboun,Veirs Mill BRT,Construction,703404,1400000US24031703404,0.221163602767,NA,NA,NA,NA,NA
inboun,Veirs Mill BRT,Construction,703201,1400000US24031703201,1.6520399266,MD 97 and Connecticut Avenue,Bus Rapid Transit,Planned,39.080826,-77.092528
inboun,Veirs Mill BRT,Construction,703702,1400000US24031703702,0.479713342524,MD 97 and Randolph Road,Bus Rapid Transit,Planned,39.0486516,-77.0563037
inboun,Veirs Mill BRT,Construction,703702,1400000US24031703702,0.479713342524,MD 97 and Arcola Avenue,Bus Rapid Transit,Planned,39.0486516,-77.0563037
inboun,Veirs Mill BRT,Construction,700901,1400000US24031700901,0.654820216764,Rockville Metro Station,Bus Rapid Transit,Planned,39.0865869,-77.1522375
inboun,Veirs Mill BRT,Construction,700901,1400000US24031700901,0.654820216764,MD 355 and Mannakee Street/Montgomery College - Rockville Campus,Bus Rapid Transit,Planned,39.0865869,-77.1522375
inboun,Veirs Mill BRT,Construction,703301,1400000US24031703301,0.580223723353,MD 586 and Parkland Drive,Bus Rapid Transit,Planned,39.0700877,-77.0936023
inboun,Veirs Mill BRT,Construction,703301,1400000US24031703301,0.580223723353,MD 586 and Aspen Hill Road,Bus Rapid Transit,Planned,39.0700877,-77.0936023
inboun,Veirs Mill BRT,Construction,703301,1400000US24031703301,0.580223723353,Montrose Parkway and MD 586,Bus Rapid Transit,Planned,39.0700877,-77.0936023
inboun,Veirs Mill BRT,Construction,703302,1400000US24031703302,0.647061796441,MD 97 and Hewitt Avenue,Bus Rapid Transit,Planned,39.0736794,-77.0819211
inboun,Veirs Mill BRT,Construction,703401,1400000US24031703401,0.687563903697,MD 586 and Randolph Road,Bus Rapid Transit,Planned,39.061611,-77.079775
inboun,Veirs Mill BRT,Construction,703401,1400000US24031703401,0.687563903697,MD 586 and MD 185,Bus Rapid Transit,Planned,39.061611,-77.079775
inboun,Veirs Mill BRT,Construction,703401,1400000US24031703401,0.687563903697,Randolph Road and MD 586,Bus Rapid Transit,Planned,39.061611,-77.079775
inboun,Veirs Mill BRT,Construction,703401,1400000US24031703401,0.687563903697,Randolph Road and MD 185,Bus Rapid Transit,Planned,39.061611,-77.079775
inboun,Veirs Mill BRT,Construction,701004,1400000US24031701004,1.18784491022,MD 355 and Gude Drive,Bus Rapid Transit,Planned,39.0986188,-77.1659654
inboun,Veirs Mill BRT,Construction,701101,1400000US24031701101,0.899603528337,MD 586 and Twinbrook Parkway,Bus Rapid Transit,Planned,39.0802307,-77.1196526
inboun,Veirs Mill BRT,Construction,703701,1400000US24031703701,0.459841760183,MD 586 and Newport Mill Road,Bus Rapid Transit,Planned,39.0532841,-77.0624733
inboun,Veirs Mill BRT,Construction,703800,1400000US24031703800,0.469197783959,Wheaton Transit Center,Bus Rapid Transit,Planned,39.03606,-77.054713
inboun,Veirs Mill BRT,Construction,703800,1400000US24031703800,0.469197783959,MD 586 and MD 193,Bus Rapid Transit,Planned,39.03606,-77.054713
inboun,Veirs Mill BRT,Construction,703800,1400000US24031703800,0.469197783959,MD 193 and Amherst Avenue,Bus Rapid Transit,Planned,39.03606,-77.054713
outbou,Veirs Mill BRT,Construction,701102,1400000US24031701102,0.798637291302,MD 586 and Broadwood Drive,Bus Rapid Transit,Planned,39.0723414,-77.1243447
outbou,Veirs Mill BRT,Construction,703501,1400000US24031703501,0.882391261754,NA,NA,NA,NA,NA
outbou,Veirs Mill BRT,Construction,703601,1400000US24031703601,0.687064865606,NA,NA,NA,NA,NA
outbou,Veirs Mill BRT,Construction,700904,1400000US24031700904,0.437553300493,Twinbrook Metro Station,Bus Rapid Transit,Planned,39.0656133,-77.1290436
outbou,Veirs Mill BRT,Construction,700904,1400000US24031700904,0.437553300493,MD 355 and Templeton Place,Bus Rapid Transit,Planned,39.0656133,-77.1290436
outbou,Veirs Mill BRT,Construction,700904,1400000US24031700904,0.437553300493,MD 355 and Edmonston Drive,Bus Rapid Transit,Planned,39.0656133,-77.1290436
outbou,Veirs Mill BRT,Construction,701219,1400000US24031701219,0.869697691944,NA,NA,NA,NA,NA
inbound,MD 355 Bethesda to Friendship Heights,BRT Network,705501,1400000US24031705501,0.191530678044,NA,NA,NA,NA,NA
inbound,MD 355 Bethesda to Friendship Heights,BRT Network,704803,1400000US24031704803,0.235390962824,NA,NA,NA,NA,NA
inbound,MD 355 Bethesda to Friendship Heights,BRT Network,704805,1400000US24031704805,0.119379142503,NA,NA,NA,NA,NA
inbound,MD 355 Bethesda to Friendship Heights,BRT Network,705502,1400000US24031705502,1.02272191013,NA,NA,NA,NA,NA
inbound,MD 355 Bethesda to Friendship Heights,BRT Network,705602,1400000US24031705602,0.0876654150177,NA,NA,NA,NA,NA
inbound,MD 355 Bethesda to Friendship Heights,BRT Network,704804,1400000US24031704804,0.133016787027,NA,NA,NA,NA,NA
outbound,MD 355 Bethesda to Friendship Heights,BRT Network,705300,1400000US24031705300,0.416178144795,NA,NA,NA,NA,NA
outbound,MD 355 Bethesda to Friendship Heights,BRT Network,705400,1400000US24031705400,0.759049966206,NA,NA,NA,NA,NA
