TRACTCE,GEOID,Geography,NAME,route_name,DESCRIPTIO,RT_D,ROUTE,DIRECTION,ORIGIN,DESTINATIO,STATE,GEOMETRYSO,OBJECTID,SHAPE_ID,SHAPELEN,route_id,route_short_name,route_long_name,route_desc,route_color,route_text_color,route_type_text,wkday_departures,sat_departures,sun_departures,agency,wkday_riders,sat_riders,sun_riders,SquareMile
701218,24031701218,1400000US24031701218,7012.18,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,37146,NA,8872,42,42-Montgomery Mall-North Bethesda,Rte 42 operates Monday-Sunday,A6CAF0,FFFFFF,Bus,47,36,0,MC RideOn,215,98,0,0.280277371169
706010,24031706010,1400000US24031706010,7060.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,37146,NA,8872,42,42-Montgomery Mall-North Bethesda,Rte 42 operates Monday-Sunday,A6CAF0,FFFFFF,Bus,47,36,0,MC RideOn,215,98,0,0.774033974649
701216,24031701216,1400000US24031701216,7012.16,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,37146,NA,8872,42,42-Montgomery Mall-North Bethesda,Rte 42 operates Monday-Sunday,A6CAF0,FFFFFF,Bus,47,36,0,MC RideOn,215,98,0,0.52466257142
701205,24031701205,1400000US24031701205,7012.05,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,37146,NA,8872,42,42-Montgomery Mall-North Bethesda,Rte 42 operates Monday-Sunday,A6CAF0,FFFFFF,Bus,47,36,0,MC RideOn,215,98,0,2.6432850174900002
701206,24031701206,1400000US24031701206,7012.06,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,37146,NA,8872,42,42-Montgomery Mall-North Bethesda,Rte 42 operates Monday-Sunday,A6CAF0,FFFFFF,Bus,47,36,0,MC RideOn,215,98,0,1.91053178454
701001,24031701001,1400000US24031701001,7010.01,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,37147,NA,8872,42,42-Montgomery Mall-North Bethesda,Rte 42 operates Monday-Sunday,A6CAF0,FFFFFF,Bus,47,36,0,MC RideOn,215,98,0,1.97731399531
700905,24031700905,1400000US24031700905,7009.05,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,37147,NA,8872,42,42-Montgomery Mall-North Bethesda,Rte 42 operates Monday-Sunday,A6CAF0,FFFFFF,Bus,47,36,0,MC RideOn,215,98,0,0.309327303813
700711,24031700711,1400000US24031700711,7007.11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,37148,NA,8873,43,43-Shady Grove-Traville Transit Ctr,Rte43 operates Monday-Saturday,800080,FFFFFF,Bus,64,44,44,MC RideOn,277,176,117,1.77369636756
700838,24031700838,1400000US24031700838,7008.38,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,37148,NA,8873,43,43-Shady Grove-Traville Transit Ctr,Rte43 operates Monday-Saturday,800080,FFFFFF,Bus,64,44,44,MC RideOn,277,176,117,0.968151785535
700728,24031700728,1400000US24031700728,7007.28,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,37148,NA,8873,43,43-Shady Grove-Traville Transit Ctr,Rte43 operates Monday-Saturday,800080,FFFFFF,Bus,64,44,44,MC RideOn,277,176,117,0.824191816834
701221,24031701221,1400000US24031701221,7012.21,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,37148,NA,8873,43,43-Shady Grove-Traville Transit Ctr,Rte43 operates Monday-Saturday,800080,FFFFFF,Bus,64,44,44,MC RideOn,277,176,117,1.06191725028
700718,24031700718,1400000US24031700718,7007.18,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,37148,NA,8873,43,43-Shady Grove-Traville Transit Ctr,Rte43 operates Monday-Saturday,800080,FFFFFF,Bus,64,44,44,MC RideOn,277,176,117,1.00853668473
701007,24031701007,1400000US24031701007,7010.07,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,37148,NA,8873,43,43-Shady Grove-Traville Transit Ctr,Rte43 operates Monday-Saturday,800080,FFFFFF,Bus,64,44,44,MC RideOn,277,176,117,0.928400363118
700839,24031700839,1400000US24031700839,7008.39,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,37150,NA,8873,43,43-Shady Grove-Traville Transit Ctr,Rte43 operates Monday-Saturday,800080,FFFFFF,Bus,64,44,44,MC RideOn,277,176,117,0.649849620018
701102,24031701102,1400000US24031701102,7011.02,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,37152,NA,8874,44,44-Twinbrook-Rockville,Rte 44 operates Monday-Friday,0000FF,FFFFFF,Bus,17,0,0,MC RideOn,85,0,0,0.798637291302
700901,24031700901,1400000US24031700901,7009.01,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,37152,NA,8874,44,44-Twinbrook-Rockville,Rte 44 operates Monday-Friday,0000FF,FFFFFF,Bus,17,0,0,MC RideOn,85,0,0,0.654820216764
700904,24031700904,1400000US24031700904,7009.04,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,37152,NA,8874,44,44-Twinbrook-Rockville,Rte 44 operates Monday-Friday,0000FF,FFFFFF,Bus,17,0,0,MC RideOn,85,0,0,0.437553300493
701001,24031701001,1400000US24031701001,7010.01,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,37152,NA,8874,44,44-Twinbrook-Rockville,Rte 44 operates Monday-Friday,0000FF,FFFFFF,Bus,17,0,0,MC RideOn,85,0,0,1.97731399531
701219,24031701219,1400000US24031701219,7012.19,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,37152,NA,8874,44,44-Twinbrook-Rockville,Rte 44 operates Monday-Friday,0000FF,FFFFFF,Bus,17,0,0,MC RideOn,85,0,0,0.869697691944
701101,24031701101,1400000US24031701101,7011.01,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,37153,NA,8874,44,44-Twinbrook-Rockville,Rte 44 operates Monday-Friday,0000FF,FFFFFF,Bus,17,0,0,MC RideOn,85,0,0,0.899603528337
700902,24031700902,1400000US24031700902,7009.02,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,0.663670445899
701211,24031701211,1400000US24031701211,7012.11,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,2.53698446202
701102,24031701102,1400000US24031701102,7011.02,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,0.798637291302
700901,24031700901,1400000US24031700901,7009.01,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,0.654820216764
700903,24031700903,1400000US24031700903,7009.03,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,1.48902180398
701004,24031701004,1400000US24031701004,7010.04,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,1.18784491022
701005,24031701005,1400000US24031701005,7010.05,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,0.730637692366
700838,24031700838,1400000US24031700838,7008.38,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,0.968151785535
701101,24031701101,1400000US24031701101,7011.01,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,0.899603528337
701221,24031701221,1400000US24031701221,7012.21,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,1.06191725028
701219,24031701219,1400000US24031701219,7012.19,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,0.869697691944
701007,24031701007,1400000US24031701007,7010.07,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,0.928400363118
701006,24031701006,1400000US24031701006,7010.06,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,37154,NA,8875,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,800040,FFFFFF,Bus,57,38,0,MC RideOn,702,347,0,1.73254272156
700901,24031700901,1400000US24031700901,7009.01,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,0.654820216764
700904,24031700904,1400000US24031700904,7009.04,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,0.437553300493
701004,24031701004,1400000US24031701004,7010.04,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,1.18784491022
701218,24031701218,1400000US24031701218,7012.18,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,0.280277371169
704403,24031704403,1400000US24031704403,7044.03,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,0.0967042658043
704404,24031704404,1400000US24031704404,7044.04,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,1.02711070015
701216,24031701216,1400000US24031701216,7012.16,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,0.52466257142
701202,24031701202,1400000US24031701202,7012.02,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,0.690919108727
704401,24031704401,1400000US24031704401,7044.01,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,0.87472135542
701214,24031701214,1400000US24031701214,7012.14,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,0.485304055922
705000,24031705000,1400000US24031705000,7050,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37158,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,1.76419907314
701001,24031701001,1400000US24031701001,7010.01,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,37159,NA,8876,46,46-Mont.College-Rockv-Medical Ctr,Rte 46 operates Monday-Sunday,AE92E4,FFFFFF,Bus,106,82,76,MC RideOn,2175,1699,1116,1.97731399531
704502,24031704502,1400000US24031704502,7045.02,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.816163729044
700901,24031700901,1400000US24031700901,7009.01,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.654820216764
701001,24031701001,1400000US24031701001,7010.01,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,1.97731399531
701002,24031701002,1400000US24031701002,7010.02,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,1.04748758829
701005,24031701005,1400000US24031701005,7010.05,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.730637692366
706011,24031706011,1400000US24031706011,7060.11,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,1.46708219146
706013,24031706013,1400000US24031706013,7060.13,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,1.60754786654
706012,24031706012,1400000US24031706012,7060.12,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.819466758945
704806,24031704806,1400000US24031704806,7048.06,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.157364495465
704805,24031704805,1400000US24031704805,7048.05,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.119379142503
704804,24031704804,1400000US24031704804,7048.04,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.133016787027
706010,24031706010,1400000US24031706010,7060.1,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.774033974649
701205,24031701205,1400000US24031701205,7012.05,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,2.6432850174900002
701206,24031701206,1400000US24031701206,7012.06,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,1.91053178454
704501,24031704501,1400000US24031704501,7045.01,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.855894108162
704503,24031704503,1400000US24031704503,7045.03,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.650228034881
704600,24031704600,1400000US24031704600,7046,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.733255191074
704700,24031704700,1400000US24031704700,7047,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,0.783488121592
705000,24031705000,1400000US24031705000,7050,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37160,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,1.76419907314
701006,24031701006,1400000US24031701006,7010.06,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,37161,NA,8877,47,47-Rockville-Mont. Mall-Bethesda,Rte 47 operates Monday-Sunday,008080,FFFFFF,Bus,68,50,50,MC RideOn,1007,642,474,1.73254272156
701303,24031701303,1400000US24031701303,7013.03,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,1.65267412231
700902,24031700902,1400000US24031700902,7009.02,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,0.663670445899
703404,24031703404,1400000US24031703404,7034.04,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,0.221163602767
701211,24031701211,1400000US24031701211,7012.11,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,2.53698446202
703201,24031703201,1400000US24031703201,7032.01,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,1.6520399266
703702,24031703702,1400000US24031703702,7037.02,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,0.479713342524
700903,24031700903,1400000US24031700903,7009.03,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,1.48902180398
703301,24031703301,1400000US24031703301,7033.01,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,0.580223723353
703302,24031703302,1400000US24031703302,7033.02,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,0.647061796441
703401,24031703401,1400000US24031703401,7034.01,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,0.687563903697
703701,24031703701,1400000US24031703701,7037.01,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,0.459841760183
703800,24031703800,1400000US24031703800,7038,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,0.469197783959
703202,24031703202,1400000US24031703202,7032.02,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37162,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,1.59394432034
703501,24031703501,1400000US24031703501,7035.01,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,37163,NA,8878,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,800080,FFFFFF,Bus,85,57,51,MC RideOn,1508,809,598,0.882391261754
701303,24031701303,1400000US24031701303,7013.03,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,1.65267412231
700902,24031700902,1400000US24031700902,7009.02,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,0.663670445899
703201,24031703201,1400000US24031703201,7032.01,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,1.6520399266
703214,24031703214,1400000US24031703214,7032.14,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,0.69536918214
703213,24031703213,1400000US24031703213,7032.13,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,0.227575483845
703206,24031703206,1400000US24031703206,7032.06,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,1.0300978261
703215,24031703215,1400000US24031703215,7032.15,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,0.543864264439
700903,24031700903,1400000US24031700903,7009.03,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,1.48902180398
703403,24031703403,1400000US24031703403,7034.03,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,0.468952174931
703222,24031703222,1400000US24031703222,7032.22,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,0.628478373511
703223,24031703223,1400000US24031703223,7032.23,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,1.81301760891
703202,24031703202,1400000US24031703202,7032.02,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,1.59394432034
703220,24031703220,1400000US24031703220,7032.2,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,0.858095026747
703216,24031703216,1400000US24031703216,7032.16,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,37164,NA,8879,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,00009F,FFFFFF,Bus,82,54,54,MC RideOn,1489,817,623,0.518621970867
702800,24031702800,1400000US24031702800,7028,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,37166,NA,8880,5,5-Silver Spring-Twinbrook Station,Rte 5 Monday-Sunday,FFFF00,FFFFFF,Bus,79,60,56,MC RideOn,898,638,392,0.646139045101
700904,24031700904,1400000US24031700904,7009.04,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,37166,NA,8880,5,5-Silver Spring-Twinbrook Station,Rte 5 Monday-Sunday,FFFF00,FFFFFF,Bus,79,60,56,MC RideOn,898,638,392,0.437553300493
702501,24031702501,1400000US24031702501,7025.01,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,37166,NA,8880,5,5-Silver Spring-Twinbrook Station,Rte 5 Monday-Sunday,FFFF00,FFFFFF,Bus,79,60,56,MC RideOn,898,638,392,0.128659467514
702503,24031702503,1400000US24031702503,7025.03,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,37166,NA,8880,5,5-Silver Spring-Twinbrook Station,Rte 5 Monday-Sunday,FFFF00,FFFFFF,Bus,79,60,56,MC RideOn,898,638,392,0.157705967941
702604,24031702604,1400000US24031702604,7026.04,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,37166,NA,8880,5,5-Silver Spring-Twinbrook Station,Rte 5 Monday-Sunday,FFFF00,FFFFFF,Bus,79,60,56,MC RideOn,898,638,392,0.0903555562471
703602,24031703602,1400000US24031703602,7036.02,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,37166,NA,8880,5,5-Silver Spring-Twinbrook Station,Rte 5 Monday-Sunday,FFFF00,FFFFFF,Bus,79,60,56,MC RideOn,898,638,392,0.42673274749
