TRACTCE,GEOID,Geography,NAME,route_name,DESCRIPTIO,RT_D,ROUTE,DIRECTION,ORIGIN,DESTINATIO,STATE,GEOMETRYSO,OBJECTID,SHAPE_ID,SHAPELEN,route_id,route_short_name,route_long_name,route_desc,route_color,route_text_color,route_type_text,wkday_departures,sat_departures,sun_departures,agency,wkday_riders,sat_riders,sun_riders,SquareMile
701219,24031701219,1400000US24031701219,7012.19,M12,[M12]TWINBROOK - HYATTSVL XING,M12_E,M12,E,Twinbrook+Bay A,Hyattsville Crossing+Bay A,MD,GTFS SHAPE TXT,38938,M12:05,0,NA,NA,NA,NA,NA,NA,NA,221,177,175,WMATA,6502,4763,3202,0.869697691944
701201,24031701201,1400000US24031701201,7012.01,M12,[M12]TWINBROOK - HYATTSVL XING,M12_E,M12,E,Twinbrook+Bay A,Hyattsville Crossing+Bay A,MD,GTFS SHAPE TXT,38938,M12:05,0,NA,NA,NA,NA,NA,NA,NA,221,177,175,WMATA,6502,4763,3202,0.986452384912
701703,24031701703,1400000US24031701703,7017.03,M12,[M12]TWINBROOK - HYATTSVL XING,M12_E,M12,E,Twinbrook+Bay A,Hyattsville Crossing+Bay A,MD,GTFS SHAPE TXT,38938,M12:05,0,NA,NA,NA,NA,NA,NA,NA,221,177,175,WMATA,6502,4763,3202,0.425825049934
702102,24031702102,1400000US24031702102,7021.02,M12,[M12]HYATTSVL XING - TWINBROOK,M12_W,M12,W,Hyattsville Crossing+Bay A,Twinbrook+Bay A,MD,GTFS SHAPE TXT,38940,M12:51,0,NA,NA,NA,NA,NA,NA,NA,221,177,175,WMATA,6502,4763,3202,0.639678276664
702101,24031702101,1400000US24031702101,7021.01,M12,[M12]HYATTSVL XING - TWINBROOK,M12_W,M12,W,Hyattsville Crossing+Bay A,Twinbrook+Bay A,MD,GTFS SHAPE TXT,38940,M12:51,0,NA,NA,NA,NA,NA,NA,NA,221,177,175,WMATA,6502,4763,3202,0.641242476792
703208,24031703208,1400000US24031703208,7032.08,M12,[M12]HYATTSVL XING - TWINBROOK,M12_W,M12,W,Hyattsville Crossing+Bay A,Twinbrook+Bay A,MD,GTFS SHAPE TXT,38940,M12:51,0,NA,NA,NA,NA,NA,NA,NA,221,177,175,WMATA,6502,4763,3202,1.41944347934
703209,24031703209,1400000US24031703209,7032.09,M12,[M12]HYATTSVL XING - TWINBROOK,M12_W,M12,W,Hyattsville Crossing+Bay A,Twinbrook+Bay A,MD,GTFS SHAPE TXT,38940,M12:51,0,NA,NA,NA,NA,NA,NA,NA,221,177,175,WMATA,6502,4763,3202,0.689896678221
703210,24031703210,1400000US24031703210,7032.1,M12,[M12]HYATTSVL XING - TWINBROOK,M12_W,M12,W,Hyattsville Crossing+Bay A,Twinbrook+Bay A,MD,GTFS SHAPE TXT,38940,M12:51,0,NA,NA,NA,NA,NA,NA,NA,221,177,175,WMATA,6502,4763,3202,0.601091687607
702800,24031702800,1400000US24031702800,7028,M20,[M20]SILVER SPG - WHEATON,M20_N,M20,N,Silver Spring+Bay 219,Wheaton+Bay E,MD,GTFS SHAPE TXT,38942,M20:07,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.646139045101
702900,24031702900,1400000US24031702900,7029,M20,[M20]SILVER SPG - WHEATON,M20_N,M20,N,Silver Spring+Bay 219,Wheaton+Bay E,MD,GTFS SHAPE TXT,38942,M20:07,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.990371702527
702501,24031702501,1400000US24031702501,7025.01,M20,[M20]SILVER SPG - WHEATON,M20_N,M20,N,Silver Spring+Bay 219,Wheaton+Bay E,MD,GTFS SHAPE TXT,38942,M20:07,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.128659467514
702503,24031702503,1400000US24031702503,7025.03,M20,[M20]SILVER SPG - WHEATON,M20_N,M20,N,Silver Spring+Bay 219,Wheaton+Bay E,MD,GTFS SHAPE TXT,38942,M20:07,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.157705967941
702502,24031702502,1400000US24031702502,7025.02,M20,[M20]SILVER SPG - WHEATON,M20_N,M20,N,Silver Spring+Bay 219,Wheaton+Bay E,MD,GTFS SHAPE TXT,38942,M20:07,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.148070824573
703800,24031703800,1400000US24031703800,7038,M20,[M20]SILVER SPG - WHEATON,M20_N,M20,N,Silver Spring+Bay 219,Wheaton+Bay E,MD,GTFS SHAPE TXT,38942,M20:07,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.469197783959
703901,24031703901,1400000US24031703901,7039.01,M20,[M20]SILVER SPG - WHEATON,M20_N,M20,N,Silver Spring+Bay 219,Wheaton+Bay E,MD,GTFS SHAPE TXT,38942,M20:07,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.550045482919
703902,24031703902,1400000US24031703902,7039.02,M20,[M20]SILVER SPG - WHEATON,M20_N,M20,N,Silver Spring+Bay 219,Wheaton+Bay E,MD,GTFS SHAPE TXT,38942,M20:07,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.839456725789
704000,24031704000,1400000US24031704000,7040,M20,[M20]SILVER SPG - WHEATON,M20_N,M20,N,Silver Spring+Bay 219,Wheaton+Bay E,MD,GTFS SHAPE TXT,38942,M20:07,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.874540742666
701308,24031701308,1400000US24031701308,7013.08,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,5.31808743674
703201,24031703201,1400000US24031703201,7032.01,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,1.6520399266
703702,24031703702,1400000US24031703702,7037.02,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.479713342524
703214,24031703214,1400000US24031703214,7032.14,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.69536918214
703213,24031703213,1400000US24031703213,7032.13,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.227575483845
703206,24031703206,1400000US24031703206,7032.06,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,1.0300978261
703207,24031703207,1400000US24031703207,7032.07,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,1.55196310612
703209,24031703209,1400000US24031703209,7032.09,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.689896678221
703215,24031703215,1400000US24031703215,7032.15,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.543864264439
703302,24031703302,1400000US24031703302,7033.02,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.647061796441
703402,24031703402,1400000US24031703402,7034.02,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.488676041013
703403,24031703403,1400000US24031703403,7034.03,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.468952174931
703222,24031703222,1400000US24031703222,7032.22,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.628478373511
703202,24031703202,1400000US24031703202,7032.02,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,1.59394432034
703218,24031703218,1400000US24031703218,7032.18,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.237967404052
703216,24031703216,1400000US24031703216,7032.16,M20,[M20]SILVER SPG - ICC P+R,M20_N,M20,N,Silver Spring+Bay 219,Georgia Av-ICC P+R+Bus Shelter,MD,GTFS SHAPE TXT,38943,M20:08,0,NA,NA,NA,NA,NA,NA,NA,253,180,174,WMATA,4746,2483,1706,0.518621970867
701308,24031701308,1400000US24031701308,7013.08,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,5.31808743674
703201,24031703201,1400000US24031703201,7032.01,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.6520399266
703702,24031703702,1400000US24031703702,7037.02,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.479713342524
703214,24031703214,1400000US24031703214,7032.14,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.69536918214
703213,24031703213,1400000US24031703213,7032.13,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.227575483845
703206,24031703206,1400000US24031703206,7032.06,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.0300978261
703207,24031703207,1400000US24031703207,7032.07,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.55196310612
703209,24031703209,1400000US24031703209,7032.09,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.689896678221
703215,24031703215,1400000US24031703215,7032.15,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.543864264439
703302,24031703302,1400000US24031703302,7033.02,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.647061796441
703402,24031703402,1400000US24031703402,7034.02,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.488676041013
703403,24031703403,1400000US24031703403,7034.03,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.468952174931
703222,24031703222,1400000US24031703222,7032.22,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.628478373511
703602,24031703602,1400000US24031703602,7036.02,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.42673274749
703800,24031703800,1400000US24031703800,7038,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.469197783959
704100,24031704100,1400000US24031704100,7041,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.46932667628
703202,24031703202,1400000US24031703202,7032.02,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.59394432034
703218,24031703218,1400000US24031703218,7032.18,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.237967404052
704805,24031704805,1400000US24031704805,7048.05,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.119379142503
704804,24031704804,1400000US24031704804,7048.04,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.133016787027
703216,24031703216,1400000US24031703216,7032.16,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.518621970867
701315,24031701315,1400000US24031701315,7013.15,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.01964750499
701314,24031701314,1400000US24031701314,7013.14,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.548753732069
704200,24031704200,1400000US24031704200,7042,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.502520325753
701313,24031701313,1400000US24031701313,7013.13,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.01909352896
705000,24031705000,1400000US24031705000,7050,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.76419907314
705100,24031705100,1400000US24031705100,7051,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.32165893605
705400,24031705400,1400000US24031705400,7054,M22,[M22]BETHESDA - OLNEY W/LEISURE WORLD,M22_N,M22,N,Bethesda+Bay B,MedStar Montgomery+Prince Philip Dr,MD,GTFS SHAPE TXT,38946,M22:07,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.759049966206
703601,24031703601,1400000US24031703601,7036.01,M22,[M22]OLNEY - BETHESDA W/LEISURE WORLD,M22_S,M22,S,MedStar Montgomery+Prince Philip Dr,Bethesda+Bay B,MD,GTFS SHAPE TXT,38949,M22:51,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,0.687064865606
704404,24031704404,1400000US24031704404,7044.04,M22,[M22]OLNEY - BETHESDA W/LEISURE WORLD,M22_S,M22,S,MedStar Montgomery+Prince Philip Dr,Bethesda+Bay B,MD,GTFS SHAPE TXT,38949,M22:51,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.02711070015
701312,24031701312,1400000US24031701312,7013.12,M22,[M22]OLNEY - BETHESDA W/LEISURE WORLD,M22_S,M22,S,MedStar Montgomery+Prince Philip Dr,Bethesda+Bay B,MD,GTFS SHAPE TXT,38949,M22:51,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,1.5652752681
701304,24031701304,1400000US24031701304,7013.04,M22,[M22]OLNEY - WHEATON,M22_S,M22,S,MedStar Montgomery+Prince Philip Dr,Wheaton+Bay A,MD,GTFS SHAPE TXT,38950,M22:52,0,NA,NA,NA,NA,NA,NA,NA,97,109,109,WMATA,2877,3234,2109,2.83865322453
705501,24031705501,1400000US24031705501,7055.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,0.191530678044
702602,24031702602,1400000US24031702602,7026.02,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,0.187131420171
702700,24031702700,1400000US24031702700,7027,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,1.35245703605
702800,24031702800,1400000US24031702800,7028,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,0.646139045101
702501,24031702501,1400000US24031702501,7025.01,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,0.128659467514
702503,24031702503,1400000US24031702503,7025.03,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,0.157705967941
702604,24031702604,1400000US24031702604,7026.04,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,0.0903555562471
705100,24031705100,1400000US24031705100,7051,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,1.32165893605
705200,24031705200,1400000US24031705200,7052,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,0.70257202348
705300,24031705300,1400000US24031705300,7053,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37001,NA,8819,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,808000,FFFFFF,Bus,74,57,57,MC RideOn,710,546,349,0.416178144795
700309,24031700309,1400000US24031700309,7003.09,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,0.89981475915
700711,24031700711,1400000US24031700711,7007.11,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,1.77369636756
700830,24031700830,1400000US24031700830,7008.3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,0.687270983017
700829,24031700829,1400000US24031700829,7008.29,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,1.53220886712
700732,24031700732,1400000US24031700732,7007.32,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,0.594714993539
700733,24031700733,1400000US24031700733,7007.33,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,1.0256762927
700728,24031700728,1400000US24031700728,7007.28,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,0.824191816834
700313,24031700313,1400000US24031700313,7003.13,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,1.08036700547
700837,24031700837,1400000US24031700837,7008.37,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,0.606223278358
700832,24031700832,1400000US24031700832,7008.32,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,0.531005834367
700718,24031700718,1400000US24031700718,7007.18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,1.00853668473
700724,24031700724,1400000US24031700724,7007.24,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,0.317855194648
700723,24031700723,1400000US24031700723,7007.23,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,37010,NA,8821,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,008080,FFFFFF,Bus,138,68,54,MC RideOn,908,381,234,0.694597429606
