Geography,SquareMile,totalBuildings,totalDwellings,halfm_stop_totalBuildings,halfm_stop_totalDwellings,quarterm_stop_totalBuildings,quarterm_stop_totalDwellings,halfm_ROUTE_totalBuildings,halfm_ROUTE_totalDwellings,quarterm_ROUTE_totalBuildings,quarterm_ROUTE_totalDwellings,nobus_stop_totalBuildings,nobus_stop_totalDwellings,nobus_ROUTE_totalBuildings,nobus_ROUTE_totalDwellings,halfm_route_BRT_totalBuildings,halfm_route_BRT_totalDwellings,quarterm_route_BRT_totalBuildings,quarterm_route_BRT_totalDwellings,Building_halfm_ROUTE_no_stop,Dwell_halfm_ROUTE_no_stop,Building_quarterm_ROUTE_no_stop,Dwell_quarterm_ROUTE_no_stop,Building_quarterm_ROUTE_no_stop_at_ALL,Dwell_quarterm_ROUTE_no_stop_at_ALL,propBuilding_quarterm_stop,propDwell_quarterm_stop,propBuilding_halfm_stop,propDwell_halfm_stop,propBuilding_quarterm_ROUTE,propDwell_quarterm_ROUTE,propBuilding_halfm_ROUTE,propDwell_halfm_ROUTE,propBuilding_nobus_stop,propDwell_nobus_stop,propBuilding_nobus_ROUTE,propDwell_nobus_ROUTE,propBuilding_halfm_ROUTE_no_stop,propDwell_halfm_ROUTE_no_stop,propBuilding_quarterm_ROUTE_no_stop,propDwell_quarterm_ROUTE_no_stop,propBuilding_quarterm_ROUTE_no_stop_at_ALL,propDwell_quarterm_ROUTE_no_stop_at_ALL,propBuilding_halfm_BRT_ROUTE,propDwell_halfm_BRT_ROUTE,propBuilding_quarterm_BRT_ROUTE,propDwell_quarterm_BRT_ROUTE,totalRoutes,totalMeanWkdayRouteRiders,totalMeanSatRouteRiders,totalMeanSunRouteRiders,meanMeanWkdayRouteRiders,meanMeanSatRoudeRiders,meanMeanSunRouteRiders,totalWkdayDepartures,totalSatDepartures,totalSunDepartures,meanWkdayDepartures,medianWkdayDepartures,is_sunday,is_sat_not_sun,routes_wmata,routes_rideon,most_agency,estPopulation,estHouseholds,estPopChildren14Under,estPopElderly65Over,estHouseholds_0Vehicle,estHouseholds_MorePeopleThanVehicles,estHouseholds_LessVehiclesThanWorkers,estHouseholds_1Vehicle_2PlusPeople,estHouseholds_2Vehicle_3PlusPeople,estHouseholds_2PlusWorkers1Vehicle,estHouseholds_2PlusWorkers0Vehicles,propEstHouseholds_0Vehicle,propEstHouseholds_MorePeopleThanVehicles,propEstHouseholds_LessVehiclesThanWorkers,propEstPopChildren14Under,propEstPopElderly65Over,brt_routes,brt_stops,has_brt_route,has_brt_stop
1400000US24031700733,1.0256762927,828,1987,828,1987,822,1981,828,1987,825,1984,0,0,0,0,828,1987,370,1348,0,0,3,3,0,0,0.9927536231884058,0.9969803724207348,1,1,0.9963768115942029,0.9984901862103673,1,1,0,0,0,0,0,0,0.0036231884057971015,0.001509813789632612,0,0,1,1,0.4468599033816425,0.6784096628082537,7,10358,6402,4342,1480,915,620,524,292,258,75,78,1,1,0,7,RideOn,4860,2110,888,499,190,862,232,261,270,91,0,0.09004739336492891,0.4085308056872038,0.10995260663507109,0.18271604938271604,0.10267489711934157,1,2,1,1
1400000US24031700810,1.38221519249,1836,1868,1784,1816,1442,1442,1796,1828,1474,1474,52,52,40,40,0,0,0,0,12,12,41,41,0,0,0.7854030501089324,0.771948608137045,0.971677559912854,0.9721627408993576,0.8028322440087146,0.7890792291220556,0.9782135076252724,0.9785867237687366,0.02832244008714597,0.027837259100642397,0.02178649237472767,0.021413276231263382,0.006535947712418301,0.006423982869379015,0.022331154684095862,0.021948608137044967,0,0,0,0,0,0,2,2085,1249,784,1042,624,392,137,97,91,68,68,1,1,0,2,RideOn,6024,1937,926,1159,47,924,267,158,623,10,5,0.024264326277749097,0.4770263293753227,0.137842023748064,0.15371845949535193,0.19239707835325365,0,0,0,0
1400000US24031700811,0.586700013866,1559,1763,1559,1763,1498,1702,1559,1763,1510,1714,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0.9608723540731238,0.9653998865570051,1,1,0.9685695958948044,0.9722064662507091,1,1,0,0,0,0,0,0,0.008980115458627326,0.007941009642654566,0,0,0,0,0,0,2,2085,1249,784,1042,624,392,137,97,91,68,68,1,1,0,2,RideOn,4615,1690,780,606,217,875,326,236,295,128,135,0.12840236686390533,0.5177514792899408,0.19289940828402366,0.16901408450704225,0.13131094257854822,0,0,0,0
1400000US24031700812,0.67724247494,1272,1815,1272,1815,1156,1699,1272,1815,1161,1704,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0.9088050314465409,0.9360881542699725,1,1,0.9127358490566038,0.9388429752066115,1,1,0,0,0,0,0,0,0.007075471698113208,0.0049586776859504135,0,0,0,0,0,0,5,4559,2793,1959,912,559,392,249,163,157,50,64,1,1,0,5,RideOn,4513,1661,622,886,252,869,150,147,446,33,0,0.15171583383503914,0.5231788079470199,0.09030704394942805,0.1378240638156437,0.19632173720363394,0,0,0,0
1400000US24031700813,0.961605013876,1733,2520,1733,2520,1609,2396,1733,2520,1631,2418,0,0,0,0,95,95,0,0,0,0,22,22,0,0,0.9284477784189267,0.9507936507936507,1,1,0.9411425274091172,0.9595238095238096,1,1,0,0,0,0,0,0,0.012694748990190421,0.00873015873015873,0,0,0.054818234275822275,0.037698412698412696,0,0,5,4559,2793,1959,912,559,392,249,163,157,50,64,1,1,0,5,RideOn,5455,2087,1022,825,15,902,393,552,220,340,0,0.007187350263536177,0.4321993291806421,0.1883085769046478,0.18735105407882677,0.15123739688359303,0,0,0,0
1400000US24031700815,1.05889838862,2351,2716,2351,2716,2351,2716,2351,2716,2351,2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3700,2178,967,617,363,161,297,226,100,50,54,1,1,0,6,RideOn,7809,2561,1159,731,76,1362,373,335,682,107,15,0.02967590784849668,0.5318235064427957,0.14564623194064819,0.14841849148418493,0.09360993725188885,0,0,0,0
1400000US24031700818,0.865589609496,778,2313,778,2313,778,2313,778,2313,778,2313,0,0,0,0,234,999,8,773,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.30077120822622105,0.43190661478599224,0.010282776349614395,0.3341980112408128,10,11300,6818,4283,1130,682,428,683,408,289,68,60,1,1,0,10,RideOn,6356,2472,1340,291,908,1804,867,535,361,167,203,0.3673139158576052,0.7297734627831716,0.35072815533980584,0.21082441787287604,0.045783511642542477,2,0,1,0
1400000US24031700819,0.861818275751,1877,2306,1877,2306,1748,2177,1877,2306,1810,2239,0,0,0,0,41,41,0,0,0,0,72,72,0,0,0.9312733084709643,0.9440589765828274,1,1,0.9643047416089504,0.9709453599306158,1,1,0,0,0,0,0,0,0.038359083644112946,0.031222896790980052,0,0,0.02184336707511987,0.01777970511708586,0,0,5,2195,672,473,439,134,95,278,99,85,56,44,1,1,0,5,RideOn,6669,2311,1094,726,39,1055,239,388,440,82,39,0.016875811337083515,0.4565123323236694,0.10341843357853743,0.1640425850952167,0.10886189833558255,0,0,0,0
1400000US24031700820,0.328117209766,340,1022,340,1022,208,890,340,1022,214,896,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0.611764705882353,0.8708414872798435,1,1,0.6294117647058823,0.8767123287671232,1,1,0,0,0,0,0,0,0.01764705882352941,0.005870841487279843,0,0,0,0,0,0,4,3567,2075,1265,892,519,316,207,143,100,52,58,1,1,0,4,RideOn,3548,1118,769,334,184,722,372,181,306,82,51,0.16457960644007155,0.6457960644007156,0.33273703041144903,0.21674182638105977,0.09413754227733935,0,0,0,0
1400000US24031700822,0.281985779195,160,695,160,695,160,695,160,695,160,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2058,1065,525,686,355,175,129,89,46,43,37,1,1,0,3,RideOn,1555,655,291,274,66,401,193,201,134,88,17,0.10076335877862595,0.6122137404580152,0.29465648854961835,0.18713826366559486,0.1762057877813505,0,0,0,0
1400000US24031700823,0.607540035298,1221,1221,1221,1221,1084,1084,1221,1221,1107,1107,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0.8877968877968878,0.8877968877968878,1,1,0.9066339066339066,0.9066339066339066,1,1,0,0,0,0,0,0,0.020475020475020474,0.020475020475020474,0,0,0,0,0,0,2,2470,1393,525,1235,696,262,140,101,46,70,70,1,1,0,2,RideOn,3373,1028,706,495,63,652,122,134,397,7,52,0.061284046692607,0.6342412451361867,0.11867704280155641,0.20930922027868368,0.14675363178179662,0,0,0,0
1400000US24031700824,0.368291552916,862,1046,862,1046,862,1046,862,1046,862,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1893,995,525,946,498,262,130,89,46,65,65,1,1,0,2,RideOn,2703,949,533,397,7,430,60,136,266,13,7,0.007376185458377239,0.45310853530031614,0.06322444678609063,0.19718830928597855,0.1468738438771735,0,0,0,0
1400000US24031700826,0.809789798722,1196,2634,1196,2634,707,2142,1196,2634,888,2325,0,0,0,0,0,0,0,0,0,0,189,191,0,0,0.5911371237458194,0.8132118451025057,1,1,0.7424749163879598,0.8826879271070615,1,1,0,0,0,0,0,0,0.15802675585284282,0.07251328777524678,0,0,0,0,0,0,3,2767,1479,525,922,493,175,191,137,46,64,61,1,1,0,3,RideOn,6101,2611,843,827,75,1202,193,475,566,138,0,0.028724626579854463,0.46036001531980086,0.07391803906549214,0.1381740698246189,0.1355515489264055,0,0,0,0
1400000US24031700828,0.499645447537,656,839,656,839,458,641,656,839,552,735,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0.698170731707317,0.7640047675804529,1,1,0.8414634146341463,0.8760429082240763,1,1,0,0,0,0,0,0,0.1448170731707317,0.11323003575685339,0,0,0,0,0,0,4,2845,1479,525,711,370,131,206,137,46,52,56,1,1,0,4,RideOn,2076,746,340,369,22,293,59,71,155,28,10,0.029490616621983913,0.39276139410187666,0.07908847184986595,0.16377649325626203,0.1777456647398844,0,0,0,0
1400000US24031700829,1.53220886712,927,1365,927,1365,854,1230,927,1365,891,1303,0,0,0,0,0,0,0,0,0,0,38,74,0,0,0.9212513484358145,0.9010989010989011,1,1,0.9611650485436893,0.9545787545787546,1,1,0,0,0,0,0,0,0.040992448759439054,0.054212454212454214,0,0,0,0,0,0,11,6021,2861,1336,547,260,121,561,294,148,51,44,1,1,0,11,RideOn,3299,1208,542,709,58,590,250,247,228,148,43,0.048013245033112585,0.48841059602649006,0.20695364238410596,0.1642922097605335,0.2149136101849045,0,0,0,0
1400000US24031700830,0.687270983017,197,978,197,978,197,978,197,978,197,978,0,0,0,0,197,978,16,257,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0.08121827411167512,0.26278118609406953,7,8192,5033,3304,1170,719,472,494,275,204,71,60,1,1,0,7,RideOn,2516,950,602,245,151,652,285,305,189,123,0,0.15894736842105264,0.6863157894736842,0.3,0.23926868044515104,0.09737678855325914,2,2,1,1
1400000US24031700832,0.531005834367,807,1009,807,1009,539,741,807,1009,807,1009,0,0,0,0,807,1009,514,716,0,0,268,268,0,0,0.667905824039653,0.734390485629336,1,1,1,1,1,1,0,0,0,0,0,0,0.33209417596034696,0.26560951437066405,0,0,1,1,0.6369268897149938,0.709613478691774,5,7253,4483,3077,1451,897,615,367,185,158,73,44,1,1,0,5,RideOn,3004,900,636,310,75,416,56,105,118,21,16,0.08333333333333333,0.4622222222222222,0.06222222222222222,0.21171770972037285,0.10319573901464714,1,0,1,0
1400000US24031700833,0.91251462542,871,1358,857,1344,524,1011,868,1355,565,1052,14,14,3,3,621,1108,293,659,11,11,46,46,0,0,0.6016073478760046,0.7444771723122239,0.983926521239954,0.9896907216494846,0.6486796785304249,0.7746686303387335,0.9965556831228473,0.9977908689248896,0.016073478760045924,0.010309278350515464,0.003444316877152698,0.0022091310751104565,0.012629161882893225,0.008100147275405008,0.05281285878300804,0.033873343151693665,0,0,0.7129735935706085,0.8159057437407953,0.33639494833524686,0.4852724594992636,2,5875,4102,2843,2938,2051,1422,153,117,104,76,76,1,1,0,2,RideOn,4027,1360,860,423,187,802,130,335,172,34,0,0.1375,0.5897058823529412,0.09558823529411764,0.21355848025825677,0.10504097342935187,1,0,1,0
1400000US24031700834,0.548517842993,1173,1761,1173,1761,1102,1690,1173,1761,1121,1709,0,0,0,0,647,1235,240,630,0,0,19,19,0,0,0.9394714407502132,0.9596819988642816,1,1,0.9556692242114238,0.9704713231118682,1,1,0,0,0,0,0,0,0.01619778346121057,0.010789324247586598,0,0,0.5515771526001705,0.7013060760931289,0.20460358056265984,0.3577512776831346,2,5875,4102,2843,2938,2051,1422,153,117,104,76,76,1,1,0,2,RideOn,5665,1740,1283,377,41,799,233,308,315,113,5,0.023563218390804597,0.4591954022988506,0.1339080459770115,0.2264783759929391,0.06654898499558694,1,1,1,1
1400000US24031700835,2.19415136617,1323,1324,1119,1120,1043,1044,1123,1124,1058,1059,204,204,200,200,940,941,467,467,4,4,16,16,0,0,0.7883597883597884,0.7885196374622356,0.8458049886621315,0.8459214501510574,0.799697656840514,0.7998489425981873,0.8488284202569917,0.8489425981873112,0.15419501133786848,0.1540785498489426,0.15117157974300832,0.1510574018126888,0.0030234315948601664,0.0030211480362537764,0.012093726379440665,0.012084592145015106,0,0,0.7105064247921391,0.7107250755287009,0.3529856386999244,0.3527190332326284,6,7633,4652,3070,1272,775,512,381,207,150,64,58,1,1,0,6,RideOn,4695,1393,766,772,16,442,95,118,221,42,12,0.01148600143575018,0.3173007896625987,0.0681981335247667,0.16315228966986156,0.16443024494142705,1,2,1,1
1400000US24031700836,0.429485535357,431,582,431,582,421,572,431,582,431,582,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0.9767981438515081,0.9828178694158075,1,1,1,1,1,1,0,0,0,0,0,0,0.02320185614849188,0.01718213058419244,0,0,0,0,0,0,6,4154,2324,1102,692,387,184,297,190,94,50,56,1,1,0,6,RideOn,1484,601,340,169,66,331,40,62,195,7,33,0.10981697171381032,0.5507487520798668,0.06655574043261231,0.22911051212938005,0.11388140161725067,0,0,0,0
1400000US24031700837,0.606223278358,724,2928,724,2928,722,2868,724,2928,724,2928,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0.9972375690607734,0.9795081967213115,1,1,1,1,1,1,0,0,0,0,0,0,0.0027624309392265192,0.020491803278688523,0,0,0,0,0,0,11,4914,2158,976,447,196,89,612,305,166,56,44,1,1,0,11,RideOn,6909,2493,1416,628,207,1511,370,907,374,259,28,0.08303249097472924,0.6060970718010429,0.14841556357801844,0.20495006513243597,0.09089593284122159,0,0,0,0
1400000US24031700838,0.968151785535,482,2608,482,2608,482,2608,482,2608,482,2608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5822,3145,1544,647,349,172,639,370,272,71,64,1,1,0,9,RideOn,4636,2340,507,437,54,697,240,392,248,174,0,0.023076923076923078,0.29786324786324786,0.10256410256410256,0.10936151855047455,0.0942622950819672,0,0,0,0
1400000US24031700839,0.649849620018,891,3644,891,3644,891,3644,891,3644,891,3644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5675,2457,1231,437,189,95,815,401,262,63,51,1,1,0,13,RideOn,5604,2761,667,532,132,1109,513,716,261,380,0,0.04780876494023904,0.40166606302064467,0.18580224556320174,0.11902212705210564,0.09493219129193434,0,0,0,0
1400000US24031700901,0.654820216764,306,3363,306,3363,301,3358,306,3363,302,3359,0,0,0,0,306,3363,241,3252,0,0,1,1,0,0,0.9836601307189542,0.9985132322331252,1,1,0.9869281045751634,0.9988105857865002,1,1,0,0,0,0,0,0,0.0032679738562091504,2.973535533749628e-4,0,0,1,1,0.7875816993464052,0.9669937555753791,13,18413,11234,7655,1416,864,589,973,601,514,75,68,1,1,1,12,RideOn,4905,2970,222,1457,863,1559,543,624,61,267,83,0.2905723905723906,0.5249158249158249,0.18282828282828284,0.04525993883792049,0.2970438328236493,3,2,1,1
1400000US24031700902,0.663670445899,1181,1236,1181,1236,1147,1202,1181,1236,1181,1236,0,0,0,0,1024,1079,408,461,0,0,34,34,0,0,0.9712108382726503,0.9724919093851133,1,1,1,1,1,1,0,0,0,0,0,0,0.028789161727349702,0.02750809061488673,0,0,0.8670618120237087,0.8729773462783171,0.3454699407281964,0.37297734627831713,10,17284,10309,7359,1728,1031,736,818,540,465,82,84,1,1,1,9,RideOn,4299,1408,660,694,6,857,114,263,438,72,6,0.004261363636363636,0.6086647727272727,0.08096590909090909,0.15352407536636428,0.16143289137008607,2,1,1,1
1400000US24031700903,1.48902180398,334,662,334,662,301,629,334,662,319,647,0,0,0,0,115,115,0,0,0,0,18,18,0,0,0.9011976047904192,0.9501510574018127,1,1,0.9550898203592815,0.9773413897280967,1,1,0,0,0,0,0,0,0.05389221556886228,0.027190332326283987,0,0,0.344311377245509,0.17371601208459214,0,0,5,6100,3517,2396,1220,703,479,330,215,171,66,82,1,1,0,5,RideOn,2072,653,367,227,43,397,148,148,166,67,14,0.06584992343032159,0.6079632465543645,0.22664624808575803,0.17712355212355213,0.10955598455598456,0,0,0,0
1400000US24031700904,0.437553300493,96,2122,96,2122,96,2122,96,2122,96,2122,0,0,0,0,96,2122,96,2122,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,6741,4044,2644,1124,674,441,416,212,202,69,84,1,1,0,6,RideOn,3979,1804,665,514,563,1139,528,492,82,190,169,0.3120842572062084,0.6313747228381374,0.2926829268292683,0.1671274189494848,0.1291781854737371,2,3,1,1
1400000US24031700905,0.309327303813,310,845,310,845,302,837,310,845,301,836,0,0,0,0,98,633,4,472,0,0,0,0,0,0,0.9741935483870968,0.9905325443786982,1,1,0.9709677419354839,0.9893491124260355,1,1,0,0,0,0,0,0,0,0,0,0,0.3161290322580645,0.749112426035503,0.012903225806451613,0.5585798816568047,4,3530,2443,1528,882,611,382,250,166,126,62,63,1,1,0,4,RideOn,4430,1527,1200,411,313,1095,277,426,340,111,53,0.20497707924034053,0.7170923379174853,0.18140144073346431,0.2708803611738149,0.0927765237020316,0,0,0,0
1400000US24031701001,1.97731399531,1913,2439,1913,2439,1670,2196,1913,2439,1702,2228,0,0,0,0,685,849,171,249,0,0,36,36,0,0,0.872974385781495,0.9003690036900369,1,1,0.8897020386826974,0.9134891348913489,1,1,0,0,0,0,0,0,0.01881860951385259,0.014760147601476014,0,0,0.35807631991636174,0.34809348093480935,0.08938839519079979,0.10209102091020911,9,7251,3853,2522,806,428,280,513,290,241,57,58,1,1,1,8,RideOn,5998,2263,1130,1216,118,1073,188,527,399,104,10,0.05214317277949625,0.47414935925762264,0.0830755634114008,0.18839613204401467,0.20273424474824941,1,0,1,0
1400000US24031701002,1.04748758829,1223,1673,1223,1673,935,1385,1223,1673,939,1389,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0.7645134914145544,0.8278541542139869,1,1,0.76778413736713,0.8302450687387926,1,1,0,0,0,0,0,0,0.005723630417007359,0.0041841004184100415,0,0,0,0,0,0,6,4085,2154,1406,681,359,234,314,208,165,52,52,1,1,1,5,RideOn,3928,1533,637,1038,52,790,66,317,316,30,13,0.033920417482061316,0.5153294194390085,0.043052837573385516,0.16216904276985744,0.26425661914460286,0,0,0,0
1400000US24031701004,1.18784491022,1039,1945,1039,1945,697,1603,1039,1945,748,1654,0,0,0,0,473,1073,71,400,0,0,52,52,0,0,0.670837343599615,0.8241645244215938,1,1,0.7199230028873917,0.8503856041131106,1,1,0,0,0,0,0,0,0.05004812319538017,0.02673521850899743,0,0,0.4552454282964389,0.5516709511568123,0.068334937439846,0.20565552699228792,8,13902,8333,5672,1738,1042,709,684,376,301,86,74,1,1,0,8,RideOn,4654,1721,904,843,116,931,249,354,425,93,59,0.0674026728646136,0.5409645554909936,0.14468332364904127,0.19424151267726686,0.1811345079501504,3,1,1,1
1400000US24031701005,0.730637692366,1122,1225,1122,1225,929,1032,1122,1225,1113,1216,0,0,0,0,237,237,10,10,0,0,184,184,0,0,0.8279857397504456,0.8424489795918367,1,1,0.9919786096256684,0.9926530612244898,1,1,0,0,0,0,0,0,0.16399286987522282,0.15020408163265306,0,0,0.21122994652406418,0.19346938775510203,0.008912655971479501,0.00816326530612245,8,6133,3248,1983,767,406,248,452,263,213,56,58,1,1,1,7,RideOn,3187,1082,593,551,53,582,118,127,306,48,0,0.048983364140480594,0.5378927911275416,0.10905730129390019,0.18606840288672732,0.17288986507687482,0,0,0,0
1400000US24031701006,1.73254272156,1751,2315,1750,2314,1334,1898,1751,2315,1658,2222,1,1,0,0,0,0,0,0,1,1,325,325,1,1,0.7618503712164477,0.8198704103671707,0.9994288977727013,0.9995680345572354,0.9468874928612222,0.9598272138228942,1,1,5.711022272986865e-4,4.3196544276457883e-4,0,0,5.711022272986865e-4,4.3196544276457883e-4,0.1856082238720731,0.14038876889848811,5.711022272986865e-4,4.3196544276457883e-4,0,0,0,0,8,6133,3248,1983,767,406,248,452,263,213,56,58,1,1,1,7,RideOn,5465,1774,1214,1150,50,996,119,226,667,78,6,0.02818489289740699,0.5614430665163472,0.06708004509582864,0.2221408966148216,0.21043000914913082,0,0,0,0
1400000US24031701007,0.928400363118,568,1420,568,1420,457,1309,568,1420,463,1315,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0.8045774647887324,0.921830985915493,1,1,0.8151408450704225,0.926056338028169,1,1,0,0,0,0,0,0,0.01056338028169014,0.004225352112676056,0,0,0,0,0,0,9,5139,2455,1379,571,273,153,543,258,208,60,57,1,1,0,9,RideOn,3687,1430,710,711,34,865,254,534,204,198,11,0.023776223776223775,0.6048951048951049,0.17762237762237762,0.19256848386221861,0.19283970707892595,0,0,0,0
1400000US24031701101,0.899603528337,1524,1556,1524,1556,1524,1556,1524,1556,1524,1556,0,0,0,0,1477,1509,874,906,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.9691601049868767,0.9697943444730077,0.573490813648294,0.5822622107969152,4,6432,4239,2849,1608,1060,712,351,247,191,88,76,1,1,0,4,RideOn,4490,1618,671,728,31,598,124,266,132,90,0,0.019159456118665017,0.3695920889987639,0.07663782447466007,0.14944320712694878,0.1621380846325167,1,1,1,1
1400000US24031701102,0.798637291302,1862,2167,1862,2167,1849,2154,1862,2167,1851,2156,0,0,0,0,1860,2165,1202,1507,0,0,4,4,0,0,0.9930182599355531,0.9940009229349331,1,1,0.994092373791622,0.9949238578680203,1,1,0,0,0,0,0,0,0.0021482277121374865,0.0018458698661744347,0,0,0.9989258861439313,0.9990770650669127,0.6455424274973147,0.6954314720812182,4,6432,4239,2849,1608,1060,712,351,247,191,88,76,1,1,0,4,RideOn,6068,2012,984,1002,151,1051,377,471,290,222,29,0.07504970178926441,0.5223658051689861,0.18737574552683897,0.16216216216216217,0.16512854317732367,1,1,1,1
1400000US24031701201,0.986452384912,1430,1848,1430,1848,1418,1836,1430,1848,1427,1845,0,0,0,0,1039,1457,694,1112,0,0,10,10,0,0,0.9916083916083916,0.9935064935064936,1,1,0.9979020979020979,0.9983766233766234,1,1,0,0,0,0,0,0,0.006993006993006993,0.005411255411255411,0,0,0.7265734265734266,0.7884199134199135,0.4853146853146853,0.6017316017316018,4,12746,7849,5216,3186,1962,1304,435,297,291,109,76,1,1,3,1,WMATA,6644,2571,695,758,267,1143,309,271,383,75,93,0.10385064177362893,0.44457409568261375,0.12018669778296383,0.10460565924142083,0.11408789885611077,1,2,1,1
1400000US24031701202,0.690919108727,1024,1359,1024,1359,886,1221,1024,1359,914,1249,0,0,0,0,667,1002,276,611,0,0,30,30,0,0,0.865234375,0.8984547461368654,1,1,0.892578125,0.9190581309786607,1,1,0,0,0,0,0,0,0.029296875,0.02207505518763797,0,0,0.6513671875,0.7373068432671082,0.26953125,0.4495952906548933,7,10658,5423,3522,1523,775,503,514,262,248,73,77,1,1,2,5,RideOn,2779,1013,577,538,3,553,134,190,318,99,0,0.0029615004935834156,0.5459032576505429,0.13228035538005922,0.20762864339690537,0.1935948182799568,2,1,1,1
1400000US24031701205,2.6432850174900002,2165,2860,1994,2689,1234,1928,2142,2837,1594,2288,171,171,23,23,669,1303,435,1068,148,148,367,367,82,82,0.5699769053117782,0.6741258741258741,0.9210161662817552,0.9402097902097902,0.7362586605080832,0.8,0.9893764434180139,0.9919580419580419,0.0789838337182448,0.05979020979020979,0.010623556581986143,0.008041958041958041,0.06836027713625865,0.05174825174825175,0.1695150115473441,0.12832167832167832,0.03787528868360277,0.028671328671328673,0.3090069284064665,0.4555944055944056,0.20092378752886836,0.3734265734265734,10,9989,5957,3997,999,596,400,659,390,349,66,46,1,1,1,9,RideOn,7461,2486,1623,1579,19,1269,114,381,627,80,19,0.007642799678197908,0.5104585679806919,0.04585679806918745,0.21753116204262163,0.21163382924540947,1,5,1,1
1400000US24031701206,1.91053178454,2238,2304,2238,2304,2057,2123,2238,2304,2173,2239,0,0,0,0,0,0,0,0,0,0,126,126,0,0,0.919124218051832,0.9214409722222222,1,1,0.9709562109025917,0.9717881944444444,1,1,0,0,0,0,0,0,0.05630026809651475,0.0546875,0,0,0,0,0,0,5,2573,1190,859,515,238,172,242,137,101,48,47,1,1,1,4,RideOn,6736,2099,1160,1405,21,1070,113,155,679,39,13,0.010004764173415913,0.5097665555026203,0.05383515959980943,0.17220902612826602,0.20858076009501186,0,0,0,0
1400000US24031701210,1.00144722263,1369,1369,999,999,547,547,1015,1015,584,584,370,370,354,354,0,0,0,0,22,22,39,39,0,0,0.3995617238860482,0.3995617238860482,0.7297297297297297,0.7297297297297297,0.42658875091307524,0.42658875091307524,0.7414170927684441,0.7414170927684441,0.2702702702702703,0.2702702702702703,0.25858290723155586,0.25858290723155586,0.016070124178232285,0.016070124178232285,0.028487947406866325,0.028487947406866325,0,0,0,0,0,0,3,2500,1414,932,833,471,311,155,122,115,52,58,1,1,1,2,RideOn,3879,1254,819,876,25,626,52,75,458,17,5,0.019936204146730464,0.49920255183413076,0.04146730462519936,0.2111368909512761,0.22583139984532097,0,0,0,0
1400000US24031701211,2.53698446202,1432,2669,1422,2659,1116,2353,1422,2659,1118,2355,10,10,10,10,907,1942,382,1275,0,0,9,9,0,0,0.7793296089385475,0.8816035968527538,0.9930167597765364,0.9962532783814163,0.7807262569832403,0.8823529411764706,0.9930167597765364,0.9962532783814163,0.006983240223463687,0.003746721618583739,0.006983240223463687,0.003746721618583739,0,0,0.006284916201117319,0.0033720494567253652,0,0,0.6333798882681564,0.7276133383289621,0.26675977653631283,0.47770700636942676,9,12969,7544,5073,1441,838,564,632,345,274,70,82,1,1,0,9,RideOn,5758,2413,1106,809,256,1224,500,371,597,145,33,0.10609200165768752,0.5072523829258185,0.20721094073767096,0.19208058353594998,0.14050017367141368,1,0,1,0
1400000US24031701212,4.02089961004,942,944,755,757,413,415,786,788,491,493,187,187,156,156,6,7,0,0,31,31,79,79,1,1,0.43842887473460723,0.4396186440677966,0.8014861995753716,0.801906779661017,0.5212314225053079,0.5222457627118644,0.8343949044585988,0.8347457627118644,0.19851380042462846,0.19809322033898305,0.16560509554140126,0.1652542372881356,0.032908704883227176,0.03283898305084746,0.08386411889596602,0.0836864406779661,0.0010615711252653928,0.001059322033898305,0.006369426751592357,0.007415254237288136,0,0,2,1109,742,457,554,371,228,108,67,53,54,54,1,1,0,2,RideOn,2668,892,462,616,28,406,75,80,243,10,14,0.03139013452914798,0.4551569506726457,0.08408071748878924,0.17316341829085458,0.23088455772113944,0,0,0,0
