Geography,TRACTCE,name,SquareMile
1400000US24031704300,704300,Garrett Park,0.802528775659
1400000US24031704300,704300,Bethesda,0.802528775659
1400000US24031704401,704401,Bethesda,0.87472135542
1400000US24031704401,704401,North Bethesda,0.87472135542
1400000US24031704403,704403,Bethesda,0.0967042658043
1400000US24031704404,704404,Kensington,1.02711070015
1400000US24031704404,704404,Bethesda,1.02711070015
1400000US24031704404,704404,Chevy Chase,1.02711070015
1400000US24031704501,704501,North Bethesda,0.855894108162
1400000US24031704501,704501,Bethesda,0.855894108162
1400000US24031704502,704502,Bethesda,0.816163729044
1400000US24031704503,704503,Bethesda,0.650228034881
1400000US24031704600,704600,Bethesda,0.733255191074
1400000US24031704700,704700,Bethesda,0.783488121592
1400000US24031704700,704700,Chevy Chase,0.783488121592
1400000US24031704803,704803,Bethesda,0.235390962824
1400000US24031704803,704803,Chevy Chase,0.235390962824
1400000US24031704804,704804,Bethesda,0.133016787027
1400000US24031704804,704804,Chevy Chase,0.133016787027
1400000US24031704805,704805,Bethesda,0.119379142503
1400000US24031704806,704806,Bethesda,0.157364495465
1400000US24031705000,705000,Bethesda,1.76419907314
1400000US24031705000,705000,Chevy Chase,1.76419907314
1400000US24031705100,705100,Chevy Chase,1.32165893605
1400000US24031705100,705100,West Silver Spring,1.32165893605
1400000US24031705200,705200,Chevy Chase,0.70257202348
1400000US24031705300,705300,Chevy Chase,0.416178144795
1400000US24031705400,705400,Bethesda,0.759049966206
1400000US24031705400,705400,Chevy Chase,0.759049966206
1400000US24031705501,705501,Bethesda,0.191530678044
1400000US24031705501,705501,Chevy Chase,0.191530678044
1400000US24031705502,705502,Chevy Chase,1.02272191013
1400000US24031705502,705502,Bethesda,1.02272191013
1400000US24031705601,705601,Chevy Chase,0.457845935196
1400000US24031705601,705601,Bethesda,0.457845935196
1400000US24031705602,705602,Chevy Chase,0.0876654150177
1400000US24031705701,705701,Bethesda,0.740692932378
1400000US24031705701,705701,Palisades,0.740692932378
1400000US24031705702,705702,Palisades,1.00514424532
1400000US24031705702,705702,Bethesda,1.00514424532
1400000US24031705800,705800,Palisades,3.71643494173
1400000US24031705800,705800,Bethesda,3.71643494173
1400000US24031705800,705800,Cabin John,3.71643494173
1400000US24031705800,705800,Glen Echo,3.71643494173
1400000US24031705901,705901,Bethesda,1.97519103156
1400000US24031705902,705902,Cabin John,1.41521959021
1400000US24031705902,705902,Palisades,1.41521959021
1400000US24031705902,705902,Glen Echo,1.41521959021
1400000US24031705902,705902,Bethesda,1.41521959021
1400000US24031705903,705903,Bethesda,1.09974792825
1400000US24031705903,705903,Chevy Chase,1.09974792825
1400000US24031706005,706005,Potomac,3.92936963541
1400000US24031706005,706005,Bethesda,3.92936963541
1400000US24031706007,706007,Travilah,4.9793138374
1400000US24031706007,706007,Potomac,4.9793138374
1400000US24031706008,706008,Bethesda,8.97893571277
1400000US24031706008,706008,Travilah,8.97893571277
1400000US24031706008,706008,Potomac,8.97893571277
1400000US24031706009,706009,Potomac,4.56311917749
1400000US24031706009,706009,Bethesda,4.56311917749
1400000US24031706009,706009,Cabin John,4.56311917749
1400000US24031706010,706010,Bethesda,0.774033974649
1400000US24031706010,706010,Potomac,0.774033974649
1400000US24031706010,706010,North Bethesda,0.774033974649
1400000US24031706011,706011,Potomac,1.46708219146
1400000US24031706012,706012,Bethesda,0.819466758945
1400000US24031706012,706012,Potomac,0.819466758945
1400000US24031706012,706012,North Bethesda,0.819466758945
1400000US24031706013,706013,Potomac,1.60754786654
1400000US24031706013,706013,Bethesda,1.60754786654
1400000US24031706013,706013,North Bethesda,1.60754786654
