Join_Count,TARGET_FID,JOIN_FID,STATEFP,COUNTYFP,TRACTCE,GEOID,Geography,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,shape_id,route_id,agency_id,route_short_name,route_long,route_desc,route_type,route_url,route_colo,route_text,route_ty_1,Shape_Length,Shape_Area,wkday_departures,sat_departures,sun_departures
1,73,49,24,031,705601,24031705601,1400000US24031705601,7056.01,Census Tract 7056.01,G5020,S,1179882,5940,38.9566642,-77.1006777,0.108895754053249,37072,8849,MCRO,23,23-Friendship Hghts-Sibley Hospital,Rte 23 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.049196577935755,1.23232426527e-4,58,48,NA
1,73,60,24,031,705601,24031705601,1400000US24031705601,7056.01,Census Tract 7056.01,G5020,S,1179882,5940,38.9566642,-77.1006777,0.141686576228623,37083,8855,MCRO,29,29-Bethesda-GlenEcho-FriendshpHghts,Rte 29 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.049196577935755,1.23232426527e-4,51,46,42
1,74,1,24,031,705501,24031705501,1400000US24031705501,7055.01,Census Tract 7055.01,G5020,S,496065,0,38.9607393,-77.0902928,0.102976722414213,37001,8819,MCRO,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,3,NA,808000,FFFFFF,Bus,0.036883613908821,5.155456219e-5,74,57,57
1,74,15,24,031,705501,24031705501,1400000US24031705501,7055.01,Census Tract 7055.01,G5020,S,496065,0,38.9607393,-77.0902928,0.083978846264096,37017,8823,MCRO,11,11-Silver Spring-Friendship Heights,Rte11operate AM-SS-FH-PM-FH-SS,3,NA,DF0070,FFFFFF,Bus,0.036883613908821,5.155456219e-5,24,NA,NA
1,74,49,24,031,705501,24031705501,1400000US24031705501,7055.01,Census Tract 7055.01,G5020,S,496065,0,38.9607393,-77.0902928,0.108895754053249,37072,8849,MCRO,23,23-Friendship Hghts-Sibley Hospital,Rte 23 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.036883613908821,5.155456219e-5,58,48,NA
1,74,60,24,031,705501,24031705501,1400000US24031705501,7055.01,Census Tract 7055.01,G5020,S,496065,0,38.9607393,-77.0902928,0.141686576228623,37083,8855,MCRO,29,29-Bethesda-GlenEcho-FriendshpHghts,Rte 29 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.036883613908821,5.155456219e-5,51,46,42
1,75,49,24,031,705701,24031705701,1400000US24031705701,7057.01,Census Tract 7057.01,G5020,S,1918394,0,38.9658091,-77.115724,0.108895754053249,37072,8849,MCRO,23,23-Friendship Hghts-Sibley Hospital,Rte 23 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.068913255041235,1.99387319856e-4,58,48,NA
1,75,60,24,031,705701,24031705701,1400000US24031705701,7057.01,Census Tract 7057.01,G5020,S,1918394,0,38.9658091,-77.115724,0.141686576228623,37083,8855,MCRO,29,29-Bethesda-GlenEcho-FriendshpHghts,Rte 29 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.068913255041235,1.99387319856e-4,51,46,42
1,76,49,24,031,705702,24031705702,1400000US24031705702,7057.02,Census Tract 7057.02,G5020,S,2477694,125630,38.9542113,-77.1108685,0.108895754053249,37072,8849,MCRO,23,23-Friendship Hghts-Sibley Hospital,Rte 23 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.069048544991063,2.70522742212e-4,58,48,NA
1,76,60,24,031,705702,24031705702,1400000US24031705702,7057.02,Census Tract 7057.02,G5020,S,2477694,125630,38.9542113,-77.1108685,0.141686576228623,37083,8855,MCRO,29,29-Bethesda-GlenEcho-FriendshpHghts,Rte 29 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.069048544991063,2.70522742212e-4,51,46,42
1,77,60,24,031,705901,24031705901,1400000US24031705901,7059.01,Census Tract 7059.01,G5020,S,5092489,23248,38.9959383,-77.1411785,0.141686576228623,37083,8855,MCRO,29,29-Bethesda-GlenEcho-FriendshpHghts,Rte 29 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.103922724766913,5.31921989686e-4,51,46,42
1,77,71,24,031,705901,24031705901,1400000US24031705901,7059.01,Census Tract 7059.01,G5020,S,5092489,23248,38.9959383,-77.1411785,0.109391491654321,37108,8862,MCRO,32,32-Bethesda-Naval Ship R&D Center,Rte 32 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.103922724766913,5.31921989686e-4,24,NA,NA
1,77,81,24,031,705901,24031705901,1400000US24031705901,7059.01,Census Tract 7059.01,G5020,S,5092489,23248,38.9959383,-77.1411785,0.24070531915156,37118,8865,MCRO,36,36-Bethesda-Potomac-via Hillandale,Rte 36 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.103922724766913,5.31921989686e-4,21,NA,NA
1,79,71,24,031,706009,24031706009,1400000US24031706009,7060.09,Census Tract 7060.09,G5020,S,11726407,92064,38.9959125,-77.1938101,0.109391491654321,37108,8862,MCRO,32,32-Bethesda-Naval Ship R&D Center,Rte 32 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.185037982398921,0.001228864105859,24,NA,NA
1,79,81,24,031,706009,24031706009,1400000US24031706009,7060.09,Census Tract 7060.09,G5020,S,11726407,92064,38.9959125,-77.1938101,0.24070531915156,37118,8865,MCRO,36,36-Bethesda-Potomac-via Hillandale,Rte 36 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.185037982398921,0.001228864105859,21,NA,NA
1,80,159,24,031,700610,24031700610,1400000US24031700610,7006.1,Census Tract 7006.10,G5020,S,4953859,399534,39.1387592,-77.2520748,0.247051074571467,37199,8886,MCRO,56,56-Rockville-Lakeforest,Rte 56 operates Monday-Sunday,3,NA,FFBD9D,FFFFFF,Bus,0.117538040038343,5.5775404485e-4,79,53,46
1,80,176,24,031,700610,24031700610,1400000US24031700610,7006.1,Census Tract 7006.10,G5020,S,4953859,399534,39.1387592,-77.2520748,0.212370949533754,37216,8892,MCRO,61,61-Shady Grove-Germantown Transit,Rte 61 operates Monday-Sunday,3,NA,000080,FFFFFF,Bus,0.117538040038343,5.5775404485e-4,78,54,54
1,80,196,24,031,700610,24031700610,1400000US24031700610,7006.1,Census Tract 7006.10,G5020,S,4953859,399534,39.1387592,-77.2520748,0.22167591263009,37239,8900,MCRO,71,71-Shady Grove-Kingsview P & R,Rte71operate AM KV-SE-PM-SE-KV,3,NA,408080,FFFFFF,Bus,0.117538040038343,5.5775404485e-4,13,NA,NA
1,80,202,24,031,700610,24031700610,1400000US24031700610,7006.1,Census Tract 7006.10,G5020,S,4953859,399534,39.1387592,-77.2520748,0.258671029139519,37245,8902,MCRO,74,74-Shady Grove-Germantown Transit,Rte 74 operates Monday-Friday,3,NA,8000FF,FFFFFF,Bus,0.117538040038343,5.5775404485e-4,61,48,NA
1,80,217,24,031,700610,24031700610,1400000US24031700610,7006.1,Census Tract 7006.10,G5020,S,4953859,399534,39.1387592,-77.2520748,0.2418345057781,37263,8905,MCRO,78,78-Shady Grove-Kingsview P & R,Rte78operate AM-KV-SE-PM-SE-KV,3,NA,FF8080,FFFFFF,Bus,0.117538040038343,5.5775404485e-4,37,36,NA
1,81,71,24,031,706008,24031706008,1400000US24031706008,7060.08,Census Tract 7060.08,G5020,S,19410128,3845301,38.9966198,-77.2227804,0.109391491654321,37108,8862,MCRO,32,32-Bethesda-Naval Ship R&D Center,Rte 32 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.289572742838501,0.002418077258992,24,NA,NA
1,82,49,24,031,705800,24031705800,1400000US24031705800,7058,Census Tract 7058,G5020,S,6821269,2804293,38.9660822,-77.1596982,0.108895754053249,37072,8849,MCRO,23,23-Friendship Hghts-Sibley Hospital,Rte 23 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.196051115786354,0.001000397514564,58,48,NA
1,82,60,24,031,705800,24031705800,1400000US24031705800,7058,Census Tract 7058,G5020,S,6821269,2804293,38.9660822,-77.1596982,0.141686576228623,37083,8855,MCRO,29,29-Bethesda-GlenEcho-FriendshpHghts,Rte 29 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.196051115786354,0.001000397514564,51,46,42
1,82,71,24,031,705800,24031705800,1400000US24031705800,7058,Census Tract 7058,G5020,S,6821269,2804293,38.9660822,-77.1596982,0.109391491654321,37108,8862,MCRO,32,32-Bethesda-Naval Ship R&D Center,Rte 32 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.196051115786354,0.001000397514564,24,NA,NA
1,83,124,24,031,701303,24031701303,1400000US24031701303,7013.03,Census Tract 7013.03,G5020,S,4148547,131882,39.107439,-77.0989671,0.149902510183501,37162,8878,MCRO,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,3,NA,800080,FFFFFF,Bus,0.118954497137867,4.45747430425e-4,85,57,51
1,83,126,24,031,701303,24031701303,1400000US24031701303,7013.03,Census Tract 7013.03,G5020,S,4148547,131882,39.107439,-77.0989671,0.14777109248253,37164,8879,MCRO,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,3,NA,00009F,FFFFFF,Bus,0.118954497137867,4.45747430425e-4,82,54,54
1,83,134,24,031,701303,24031701303,1400000US24031701303,7013.03,Census Tract 7013.03,G5020,S,4148547,131882,39.107439,-77.0989671,0.216423287676774,37172,8882,MCRO,52,52-Olney-MedStar Mont.Med-Rockv.,Rte 52 operates Monday-Friday,3,NA,8080C0,FFFFFF,Bus,0.118954497137867,4.45747430425e-4,18,NA,NA
1,84,96,24,031,701408,24031701408,1400000US24031701408,7014.08,Census Tract 7014.08,G5020,S,25437585,825663,39.1262319,-76.9696305,0.167338741461476,37134,8868,MCRO,39,39-Glenmont-Briggs Chaney P&R,Rte 39 operates Monday-Friday,3,NA,800000,FFFFFF,Bus,0.299673741343091,0.002735608525098,30,NA,NA
1,84,256,24,031,701408,24031701408,1400000US24031701408,7014.08,Census Tract 7014.08,G5020,S,25437585,825663,39.1262319,-76.9696305,0.173347015346529,37313,8917,MCRO,FLASH,FLASH-Silver Spring-Burtonsville,Rte 501 operates Monday-Sunday,3,NA,008000,FFFFFF,Bus,0.299673741343091,0.002735608525098,191,152,152
1,85,132,24,031,701308,24031701308,1400000US24031701308,7013.08,Census Tract 7013.08,G5020,S,13729244,44583,39.1321116,-77.0607673,0.122041539447758,37170,8881,MCRO,51,51-Glenmont-Norbeck P&R,Rte 51 operates Monday-Friday,3,NA,A6DF7B,FFFFFF,Bus,0.193856251922743,0.001434772181276,26,NA,NA
1,85,134,24,031,701308,24031701308,1400000US24031701308,7013.08,Census Tract 7013.08,G5020,S,13729244,44583,39.1321116,-77.0607673,0.216423287676774,37172,8882,MCRO,52,52-Olney-MedStar Mont.Med-Rockv.,Rte 52 operates Monday-Friday,3,NA,8080C0,FFFFFF,Bus,0.193856251922743,0.001434772181276,18,NA,NA
1,85,139,24,031,701308,24031701308,1400000US24031701308,7013.08,Census Tract 7013.08,G5020,S,13729244,44583,39.1321116,-77.0607673,0.366908862859312,37178,8883,MCRO,53,53-Shady Grove-Glenmont,Rte 53 operates Monday-Friday,3,NA,FFFF80,FFFFFF,Bus,0.193856251922743,0.001434772181276,26,NA,NA
1,86,65,24,031,701210,24031701210,1400000US24031701210,7012.1,Census Tract 7012.10,G5020,S,2571974,21770,39.0628456,-77.1836415,0.188714098370219,37102,8860,MCRO,301,301-Potomac-Rockville,Rte 301 operates Monday-Sunday,3,NA,008000,FFFFFF,Bus,0.080657895197054,2.69946872787e-4,18,18,18
1,86,159,24,031,701210,24031701210,1400000US24031701210,7012.1,Census Tract 7012.10,G5020,S,2571974,21770,39.0628456,-77.1836415,0.247051074571467,37199,8886,MCRO,56,56-Rockville-Lakeforest,Rte 56 operates Monday-Sunday,3,NA,FFBD9D,FFFFFF,Bus,0.080657895197054,2.69946872787e-4,79,53,46
1,87,10,24,031,700902,24031700902,1400000US24031700902,7009.02,Census Tract 7009.02,G5020,S,1718904,0,39.0896147,-77.1442283,0.12555830555467,37012,8822,MCRO,101,101-Lakeforest-Medical Ctr,Rte 101 operates Monday-Friday,3,NA,00FFFF,FFFFFF,Bus,0.06145138507179,1.78961727455e-4,90,NA,NA
1,87,65,24,031,700902,24031700902,1400000US24031700902,7009.02,Census Tract 7009.02,G5020,S,1718904,0,39.0896147,-77.1442283,0.188714098370219,37102,8860,MCRO,301,301-Potomac-Rockville,Rte 301 operates Monday-Sunday,3,NA,008000,FFFFFF,Bus,0.06145138507179,1.78961727455e-4,18,18,18
1,87,102,24,031,700902,24031700902,1400000US24031700902,7009.02,Census Tract 7009.02,G5020,S,1718904,0,39.0896147,-77.1442283,0.129809681045723,37140,8870,MCRO,40,40-Wheaton-Mont.College,Rte 40 operates Monday-Sunday,3,NA,A6CAF0,FFFFFF,Bus,0.06145138507179,1.78961727455e-4,183,139,121
1,87,116,24,031,700902,24031700902,1400000US24031700902,7009.02,Census Tract 7009.02,G5020,S,1718904,0,39.0896147,-77.1442283,0.174693498997952,37154,8875,MCRO,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,3,NA,800040,FFFFFF,Bus,0.06145138507179,1.78961727455e-4,57,38,NA
1,87,124,24,031,700902,24031700902,1400000US24031700902,7009.02,Census Tract 7009.02,G5020,S,1718904,0,39.0896147,-77.1442283,0.149902510183501,37162,8878,MCRO,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,3,NA,800080,FFFFFF,Bus,0.06145138507179,1.78961727455e-4,85,57,51
1,87,126,24,031,700902,24031700902,1400000US24031700902,7009.02,Census Tract 7009.02,G5020,S,1718904,0,39.0896147,-77.1442283,0.14777109248253,37164,8879,MCRO,49,49-Rockville-Glenmont,Rte 49 operates Monday-Sunday,3,NA,00009F,FFFFFF,Bus,0.06145138507179,1.78961727455e-4,82,54,54
1,87,134,24,031,700902,24031700902,1400000US24031700902,7009.02,Census Tract 7009.02,G5020,S,1718904,0,39.0896147,-77.1442283,0.216423287676774,37172,8882,MCRO,52,52-Olney-MedStar Mont.Med-Rockv.,Rte 52 operates Monday-Friday,3,NA,8080C0,FFFFFF,Bus,0.06145138507179,1.78961727455e-4,18,NA,NA
1,87,155,24,031,700902,24031700902,1400000US24031700902,7009.02,Census Tract 7009.02,G5020,S,1718904,0,39.0896147,-77.1442283,0.27216138032929,37195,8885,MCRO,55,55-Rockville-Germantown Transit Ctr,Rte 55 operates Monday-Sunday,3,NA,FF4FA7,FFFFFF,Bus,0.06145138507179,1.78961727455e-4,139,117,104
1,87,169,24,031,700902,24031700902,1400000US24031700902,7009.02,Census Tract 7009.02,G5020,S,1718904,0,39.0896147,-77.1442283,0.220805698060176,37209,8889,MCRO,59,59-Rockville-Montgomery Village,Rte 59 operates Monday-Sunday,3,NA,008000,FFFFFF,Bus,0.06145138507179,1.78961727455e-4,88,66,66
1,88,77,24,031,703404,24031703404,1400000US24031703404,7034.04,Census Tract 7034.04,G5020,S,572813,0,39.0548319,-77.0701459,0.13866210602915,37114,8863,MCRO,33,33-Glenmont-Medical Center,Rte 33 operates Monday-Friday,3,NA,8A6F91,FFFFFF,Bus,0.032773286322362,5.9608856299e-5,33,NA,NA
1,88,88,24,031,703404,24031703404,1400000US24031703404,7034.04,Census Tract 7034.04,G5020,S,572813,0,39.0548319,-77.0701459,0.114571095541467,37126,8867,MCRO,38,38-Wheaton-North Bethesda Station,Rte 38 operates Monday-Sunday,3,NA,636F11,FFFFFF,Bus,0.032773286322362,5.9608856299e-5,62,50,50
1,88,102,24,031,703404,24031703404,1400000US24031703404,7034.04,Census Tract 7034.04,G5020,S,572813,0,39.0548319,-77.0701459,0.129809681045723,37140,8870,MCRO,40,40-Wheaton-Mont.College,Rte 40 operates Monday-Sunday,3,NA,A6CAF0,FFFFFF,Bus,0.032773286322362,5.9608856299e-5,183,139,121
1,88,106,24,031,703404,24031703404,1400000US24031703404,7034.04,Census Tract 7034.04,G5020,S,572813,0,39.0548319,-77.0701459,0.157646496862247,37144,8871,MCRO,41,41-Aspen Hill-Wheaton,Rte 41 operates Monday-Sunday,3,NA,0000FF,FFFFFF,Bus,0.032773286322362,5.9608856299e-5,60,59,59
1,88,124,24,031,703404,24031703404,1400000US24031703404,7034.04,Census Tract 7034.04,G5020,S,572813,0,39.0548319,-77.0701459,0.149902510183501,37162,8878,MCRO,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,3,NA,800080,FFFFFF,Bus,0.032773286322362,5.9608856299e-5,85,57,51
1,89,96,24,031,701507,24031701507,1400000US24031701507,7015.07,Census Tract 7015.07,G5020,S,5548532,4167,39.0833905,-77.013595,0.167338741461476,37134,8868,MCRO,39,39-Glenmont-Briggs Chaney P&R,Rte 39 operates Monday-Friday,3,NA,800000,FFFFFF,Bus,0.131376835808319,5.78051272745e-4,30,NA,NA
1,90,35,24,031,702102,24031702102,1400000US24031702102,7021.02,Census Tract 7021.02,G5020,S,1630456,26309,39.0219894,-77.0047129,0.103242435655829,37041,8832,MCRO,19,19-Silver Spring-Northwood,Rte 19 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.052624894686477,1.72330588938e-4,9,NA,NA
1,90,45,24,031,702102,24031702102,1400000US24031702102,7021.02,Census Tract 7021.02,G5020,S,1630456,26309,39.0219894,-77.0047129,0.255466225819135,37061,8840,MCRO,21,21-Silver Spring-Briggs Chaney P&R,Rte 21 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.052624894686477,1.72330588938e-4,11,NA,NA
1,90,47,24,031,702102,24031702102,1400000US24031702102,7021.02,Census Tract 7021.02,G5020,S,1630456,26309,39.0219894,-77.0047129,0.1362872637376,37070,8848,MCRO,22,22-Silver Spring-Hillandale,Rte 22 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.052624894686477,1.72330588938e-4,28,NA,NA
1,90,231,24,031,702102,24031702102,1400000US24031702102,7021.02,Census Tract 7021.02,G5020,S,1630456,26309,39.0219894,-77.0047129,0.102301087820847,37283,8910,MCRO,9,9-Silver Spring-Wheaton,Rte 9 operates Monday-Sunday,3,NA,00FFFF,FFFFFF,Bus,0.052624894686477,1.72330588938e-4,72,48,44
1,90,256,24,031,702102,24031702102,1400000US24031702102,7021.02,Census Tract 7021.02,G5020,S,1630456,26309,39.0219894,-77.0047129,0.173347015346529,37313,8917,MCRO,FLASH,FLASH-Silver Spring-Burtonsville,Rte 501 operates Monday-Sunday,3,NA,008000,FFFFFF,Bus,0.052624894686477,1.72330588938e-4,191,152,152
1,97,96,24,031,701407,24031701407,1400000US24031701407,7014.07,Census Tract 7014.07,G5020,S,9879867,50959,39.1081025,-77.0147455,0.167338741461476,37134,8868,MCRO,39,39-Glenmont-Briggs Chaney P&R,Rte 39 operates Monday-Friday,3,NA,800000,FFFFFF,Bus,0.161102074213223,0.001034149523027,30,NA,NA
0,98,-1,24,031,700400,24031700400,1400000US24031700400,7004,Census Tract 7004,G5020,S,92924684,346484,39.2138172,-77.3697452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.470729523431637,0.009727107847521,NA,NA,NA
1,99,161,24,031,700604,24031700604,1400000US24031700604,7006.04,Census Tract 7006.04,G5020,S,42530179,2382261,39.0887088,-77.3117792,0.251632388349515,37201,8886,MCRO,56,56-Rockville-Lakeforest,Rte 56 operates Monday-Sunday,3,NA,FFBD9D,FFFFFF,Bus,0.415180968964757,0.004676477562825,79,53,46
1,99,212,24,031,700604,24031700604,1400000US24031700604,7006.04,Census Tract 7006.04,G5020,S,42530179,2382261,39.0887088,-77.3117792,0.334403591467356,37255,8904,MCRO,76,76-Shady Grove-Poolesville,Rte 76 operates Monday-Friday,3,NA,804040,FFFFFF,Bus,0.415180968964757,0.004676477562825,51,36,NA
1,100,10,24,031,701211,24031701211,1400000US24031701211,7012.11,Census Tract 7012.11,G5020,S,6559358,11424,39.1090766,-77.1540952,0.12555830555467,37012,8822,MCRO,101,101-Lakeforest-Medical Ctr,Rte 101 operates Monday-Friday,3,NA,00FFFF,FFFFFF,Bus,0.156921797440856,6.84287550574e-4,90,NA,NA
1,100,116,24,031,701211,24031701211,1400000US24031701211,7012.11,Census Tract 7012.11,G5020,S,6559358,11424,39.1090766,-77.1540952,0.174693498997952,37154,8875,MCRO,45,45-RockvRegional/RockvSenior/Twinb,Rte45 operates Monday-Saturday,3,NA,800040,FFFFFF,Bus,0.156921797440856,6.84287550574e-4,57,38,NA
1,100,124,24,031,701211,24031701211,1400000US24031701211,7012.11,Census Tract 7012.11,G5020,S,6559358,11424,39.1090766,-77.1540952,0.149902510183501,37162,8878,MCRO,48,48-Wheaton-Rockville,Rte 48 operates Monday-Sunday,3,NA,800080,FFFFFF,Bus,0.156921797440856,6.84287550574e-4,85,57,51
1,100,139,24,031,701211,24031701211,1400000US24031701211,7012.11,Census Tract 7012.11,G5020,S,6559358,11424,39.1090766,-77.1540952,0.366908862859312,37178,8883,MCRO,53,53-Shady Grove-Glenmont,Rte 53 operates Monday-Friday,3,NA,FFFF80,FFFFFF,Bus,0.156921797440856,6.84287550574e-4,26,NA,NA
1,100,155,24,031,701211,24031701211,1400000US24031701211,7012.11,Census Tract 7012.11,G5020,S,6559358,11424,39.1090766,-77.1540952,0.27216138032929,37195,8885,MCRO,55,55-Rockville-Germantown Transit Ctr,Rte 55 operates Monday-Sunday,3,NA,FF4FA7,FFFFFF,Bus,0.156921797440856,6.84287550574e-4,139,117,104
1,100,163,24,031,701211,24031701211,1400000US24031701211,7012.11,Census Tract 7012.11,G5020,S,6559358,11424,39.1090766,-77.1540952,0.135276516611182,37203,8887,MCRO,57,57-Shady Grove-Lakeforest,Rte 57 operates Monday-Sunday,3,NA,FF8000,FFFFFF,Bus,0.156921797440856,6.84287550574e-4,82,67,53
1,100,169,24,031,701211,24031701211,1400000US24031701211,7012.11,Census Tract 7012.11,G5020,S,6559358,11424,39.1090766,-77.1540952,0.220805698060176,37209,8889,MCRO,59,59-Rockville-Montgomery Village,Rte 59 operates Monday-Sunday,3,NA,008000,FFFFFF,Bus,0.156921797440856,6.84287550574e-4,88,66,66
1,100,178,24,031,701211,24031701211,1400000US24031701211,7012.11,Census Tract 7012.11,G5020,S,6559358,11424,39.1090766,-77.1540952,0.086936299013355,37220,8893,MCRO,63,63-Rockville-Shady Grove,Rte 63 operates Monday-Friday,3,NA,FF0000,FFFFFF,Bus,0.156921797440856,6.84287550574e-4,51,NA,NA
1,100,184,24,031,701211,24031701211,1400000US24031701211,7012.11,Census Tract 7012.11,G5020,S,6559358,11424,39.1090766,-77.1540952,0.097300110096887,37227,8896,MCRO,66,66-Shady Grove-Traville Transit Ctr,Rte66operate AM-SW-TT-PM-TT-SW,3,NA,8080C0,FFFFFF,Bus,0.156921797440856,6.84287550574e-4,14,NA,NA
1,101,212,24,031,700500,24031700500,1400000US24031700500,7005,Census Tract 7005,G5020,S,168899005,12636821,39.1234371,-77.4397368,0.334403591467356,37255,8904,MCRO,76,76-Shady Grove-Poolesville,Rte 76 operates Monday-Friday,3,NA,804040,FFFFFF,Bus,0.636568627421565,0.018911687092888,51,36,NA
1,102,165,24,031,700810,24031700810,1400000US24031700810,7008.1,Census Tract 7008.10,G5020,S,3522164,57771,39.1885123,-77.2051429,0.165837913055277,37205,8888,MCRO,58,58-Shady Grove-Lakeforest,Rte 58 operates Monday-Sunday,3,NA,804000,FFFFFF,Bus,0.111895639593419,3.73231646669e-4,64,49,43
1,102,180,24,031,700810,24031700810,1400000US24031700810,7008.1,Census Tract 7008.10,G5020,S,3522164,57771,39.1885123,-77.2051429,0.165217322209443,37223,8894,MCRO,64,64-Shady Grove-Montgomery Village,Rte 64 operates Monday-Sunday,3,NA,008080,FFFFFF,Bus,0.111895639593419,3.73231646669e-4,73,48,48
1,103,165,24,031,700812,24031700812,1400000US24031700812,7008.12,Census Tract 7008.12,G5020,S,1737236,16823,39.1698064,-77.1993066,0.165837913055277,37205,8888,MCRO,58,58-Shady Grove-Lakeforest,Rte 58 operates Monday-Sunday,3,NA,804000,FFFFFF,Bus,0.063633049362691,1.82824065075e-4,64,49,43
1,103,169,24,031,700812,24031700812,1400000US24031700812,7008.12,Census Tract 7008.12,G5020,S,1737236,16823,39.1698064,-77.1993066,0.220805698060176,37209,8889,MCRO,59,59-Rockville-Montgomery Village,Rte 59 operates Monday-Sunday,3,NA,008000,FFFFFF,Bus,0.063633049362691,1.82824065075e-4,88,66,66
1,103,174,24,031,700812,24031700812,1400000US24031700812,7008.12,Census Tract 7008.12,G5020,S,1737236,16823,39.1698064,-77.1993066,0.137939839518853,37214,8891,MCRO,60,60-Shady Grove-Montgomery Village,Rte60operate AM-MS-SG-PM-SG-MV,3,NA,004000,FFFFFF,Bus,0.063633049362691,1.82824065075e-4,13,NA,NA
1,103,180,24,031,700812,24031700812,1400000US24031700812,7008.12,Census Tract 7008.12,G5020,S,1737236,16823,39.1698064,-77.1993066,0.165217322209443,37223,8894,MCRO,64,64-Shady Grove-Montgomery Village,Rte 64 operates Monday-Sunday,3,NA,008080,FFFFFF,Bus,0.063633049362691,1.82824065075e-4,73,48,48
1,103,182,24,031,700812,24031700812,1400000US24031700812,7008.12,Census Tract 7008.12,G5020,S,1737236,16823,39.1698064,-77.1993066,0.10592017044089,37225,8895,MCRO,65,65-Shady Grove-Mont.Village-Express,Rte65operate AM-MS-SG-PM-SG-MV,3,NA,800080,FFFFFF,Bus,0.063633049362691,1.82824065075e-4,11,NA,NA
1,104,139,24,031,701212,24031701212,1400000US24031701212,7012.12,Census Tract 7012.12,G5020,S,9958364,455762,39.1206316,-77.1290395,0.366908862859312,37178,8883,MCRO,53,53-Shady Grove-Glenmont,Rte 53 operates Monday-Friday,3,NA,FFFF80,FFFFFF,Bus,0.175235885107381,0.001084746690443,26,NA,NA
1,104,163,24,031,701212,24031701212,1400000US24031701212,7012.12,Census Tract 7012.12,G5020,S,9958364,455762,39.1206316,-77.1290395,0.135276516611182,37203,8887,MCRO,57,57-Shady Grove-Lakeforest,Rte 57 operates Monday-Sunday,3,NA,FF8000,FFFFFF,Bus,0.175235885107381,0.001084746690443,82,67,53
0,105,-1,24,031,700204,24031700204,1400000US24031700204,7002.04,Census Tract 7002.04,G5020,S,37496216,107213,39.3075065,-77.2187401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.424504382500814,0.003926979541397,NA,NA,NA
1,106,134,24,031,701306,24031701306,1400000US24031701306,7013.06,Census Tract 7013.06,G5020,S,4581426,16068,39.1388468,-77.0958669,0.216423287676774,37172,8882,MCRO,52,52-Olney-MedStar Mont.Med-Rockv.,Rte 52 operates Monday-Friday,3,NA,8080C0,FFFFFF,Bus,0.125810529995685,4.79002640675e-4,18,NA,NA
1,106,139,24,031,701306,24031701306,1400000US24031701306,7013.06,Census Tract 7013.06,G5020,S,4581426,16068,39.1388468,-77.0958669,0.366908862859312,37178,8883,MCRO,53,53-Shady Grove-Glenmont,Rte 53 operates Monday-Friday,3,NA,FFFF80,FFFFFF,Bus,0.125810529995685,4.79002640675e-4,26,NA,NA
1,107,55,24,031,703201,24031703201,1400000US24031703201,7032.01,Census Tract 7032.01,G5020,S,4257516,21259,39.080826,-77.092528,0.254025639864379,37078,8852,MCRO,26,26-Montgomery Mall-Glenmont,Rte 26 operates Monday-Sunday,3,NA,0000FF,FFFFFF,Bus,0.113017527937949,4.45436775219e-4,94,70,70
1,107,102,24,031,703201,24031703201,1400000US24031703201,7032.01,Census Tract 7032.01,G5020,S,4257516,21259,39.080826,-77.092528,0.129809681045723,37140,8870,MCRO,40,40-Wheaton-Mont.College,Rte 40 operates Monday-Sunday,3,NA,A6CAF0,FFFFFF,Bus,0.113017527937949,4.45436775219e-4,183,139,121
