Join_Count,TARGET_FID,JOIN_FID,STATEFP,COUNTYFP,TRACTCE,GEOID,Geography,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,shape_id,route_id,agency_id,route_short_name,route_long,route_desc,route_type,route_url,route_colo,route_text,route_ty_1,Shape_Length,Shape_Area,wkday_departures,sat_departures,sun_departures
1,1451,1,24,031,705300,24031705300,1400000US24031705300,7053,Census Tract 7053,G5020,S,1077904,0,38.9698497,-77.079322199999993,0.102976722414213,37001,8819,MCRO,1,1-Silver Spring-Friendship Heights,Rte 1 operates Monday-Sunday,3,NA,808000,FFFFFF,Bus,0.05823820028389,1.12037391424e-4,74,57,57
1,1451,15,24,031,705300,24031705300,1400000US24031705300,7053,Census Tract 7053,G5020,S,1077904,0,38.9698497,-77.079322199999993,0.083978846264096,37017,8823,MCRO,11,11-Silver Spring-Friendship Heights,Rte11operate AM-SS-FH-PM-FH-SS,3,NA,DF0070,FFFFFF,Bus,0.05823820028389,1.12037391424e-4,24,NA,NA
0,1452,-1,24,031,705400,24031705400,1400000US24031705400,7054,Census Tract 7054,G5020,S,1965939,0,38.9786948,-77.0836487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063805035962558,2.04365434735e-4,NA,NA,NA
1,1453,9,24,031,700819,24031700819,1400000US24031700819,7008.19,Census Tract 7008.19,G5020,S,2193802,38306,39.166638,-77.248836,0.149940333202641,37011,8821,MCRO,100,100-Shady Grove-Germantown Transit,Rte 100 operates Monday-Sunday,3,NA,008080,FFFFFF,Bus,0.084741421787508,2.32644776551e-4,138,68,54
1,1453,194,24,031,700819,24031700819,1400000US24031700819,7008.19,Census Tract 7008.19,G5020,S,2193802,38306,39.166638,-77.248836,0.315487740043436,37237,8899,MCRO,70,70-Germantown-Bethesda EXPRESS,Rte 70 operates Monday-Friday,3,NA,800080,FFFFFF,Bus,0.084741421787508,2.32644776551e-4,44,NA,NA
1,1453,200,24,031,700819,24031700819,1400000US24031700819,7008.19,Census Tract 7008.19,G5020,S,2193802,38306,39.166638,-77.248836,0.265868228451229,37243,8901,MCRO,73,73-Shady Grove-Gateway Center,Rte 73 operates AM-CB-SE-PM-SE,3,NA,C83775,FFFFFF,Bus,0.084741421787508,2.32644776551e-4,32,NA,NA
1,1453,222,24,031,700819,24031700819,1400000US24031700819,7008.19,Census Tract 7008.19,G5020,S,2193802,38306,39.166638,-77.248836,0.293286643661135,37268,8906,MCRO,79,79-Shady Grove-Clarksburg,Rte79operate AM-CB-SE-PM-SE-CB,3,NA,808000,FFFFFF,Bus,0.084741421787508,2.32644776551e-4,14,NA,NA
1,1453,244,24,031,700819,24031700819,1400000US24031700819,7008.19,Census Tract 7008.19,G5020,S,2193802,38306,39.166638,-77.248836,0.099295468338237,37301,8915,MCRO,97,97-Germantown Transit-Gunners Lake,Rte 97 operates Monday-Sunday,3,NA,400040,FFFFFF,Bus,0.084741421787508,2.32644776551e-4,50,31,31
1,1455,45,24,031,701417,24031701417,1400000US24031701417,7014.17,Census Tract 7014.17,G5020,S,2149857,501,39.0769598,-76.9381795,0.255466225819135,37061,8840,MCRO,21,21-Silver Spring-Briggs Chaney P&R,Rte 21 operates Monday-Friday,3,NA,0000FF,FFFFFF,Bus,0.072998792354191,2.23842142516e-4,11,NA,NA
1,1455,96,24,031,701417,24031701417,1400000US24031701417,7014.17,Census Tract 7014.17,G5020,S,2149857,501,39.0769598,-76.9381795,0.167338741461476,37134,8868,MCRO,39,39-Glenmont-Briggs Chaney P&R,Rte 39 operates Monday-Friday,3,NA,800000,FFFFFF,Bus,0.072998792354191,2.23842142516e-4,30,NA,NA
